film_id,animation_type,visual_style,frame_rate,render_technique,character_design_style,color_palette_type,animation_realism_level,hand_drawn_elements_present,motion_capture_used,stop_motion_used,ai_generated_elements_present,production_software,art_direction_tone,animation_award_won
407,3D,Realistic,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Ep ic,FALSE
408,3D,Cartoony,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,FALSE,FALSE,FALSE,Maya,Whimsical,TRUE
409,Hybrid,Stylized,24,Other,Proportional,Desaturated,0.85,FALSE,FALSE,FALSE,FALSE,Other,Dark,FALSE
410,3D,Realistic,24,Hybrid,Proportional,Desaturated,0.95,FALSE,TRUE,FALSE,FALSE,Houdini,Ep ic,TRUE
411,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Ep ic,FALSE
412,Hybrid,Realistic,24,Other,Proportional,Desaturated,0.9,FALSE,FALSE,FALSE,FALSE,Other,Naturalistic,FALSE
413,Hybrid,Naturalistic,24,Other,Proportional,Warm,0.9,FALSE,FALSE,FALSE,FALSE,Other,Naturalistic,TRUE
414,3D,Cartoony,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,FALSE,FALSE,FALSE,Maya,Whimsical,TRUE
415,3D,Realistic,24,Other,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Other,Ep ic,FALSE
416,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Ep ic,FALSE
417,3D,Cartoony,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,FALSE,FALSE,FALSE,RenderMan,Whimsical,TRUE
418,Hybrid,Naturalistic,24,Other,Proportional,Warm,0.85,FALSE,FALSE,FALSE,FALSE,Other,Whimsical,TRUE
419,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Dark,FALSE
420,Hybrid,Naturalistic,24,Other,Proportional,Warm,0.85,FALSE,FALSE,FALSE,FALSE,Other,Whimsical,TRUE
421,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Custom,Whimsical,TRUE
422,3D,Stylized,24,Rasterization,Exaggerated,Vibrant,0.85,FALSE,FALSE,FALSE,FALSE,Custom,Whimsical,TRUE
423,Hybrid,Stylized,24,Other,Proportional,Desaturated,0.85,FALSE,FALSE,FALSE,FALSE,Other,Naturalistic,TRUE
424,Hybrid,Stylized,24,Other,Proportional,Desaturated,0.9,FALSE,FALSE,FALSE,TRUE,Other,Dark,FALSE
425,3D,Realistic,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Houdini,Ep ic,FALSE
426,Hybrid,Stylized,24,Other,Proportional,Desaturated,0.85,FALSE,FALSE,FALSE,FALSE,Other,Dark,FALSE
427,3D,Cartoony,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,FALSE,FALSE,FALSE,Maya,Whimsical,TRUE
428,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Ep ic,TRUE
429,Hybrid,Stylized,24,Other,Proportional,Warm,0.85,FALSE,FALSE,FALSE,FALSE,Other,Whimsical,TRUE
430,3D,Realistic,24,Other,Proportional,Warm,0.9,FALSE,FALSE,FALSE,FALSE,Other,Ep ic,TRUE
431,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Dreamlike,TRUE
432,Hybrid,Naturalistic,24,Other,Proportional,Desaturated,0.9,FALSE,FALSE,FALSE,FALSE,Other,Dark,TRUE
433,3D,Stylized,24,Hybrid,Proportional,Cold,0.9,FALSE,TRUE,FALSE,FALSE,Houdini,Futuristic,TRUE
434,3D,Cartoony,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,FALSE,FALSE,FALSE,Maya,Whimsical,TRUE
435,Hybrid,Stylized,24,Other,Proportional,Warm,0.85,FALSE,FALSE,FALSE,FALSE,Other,Whimsical,TRUE
436,Hybrid,Stylized,24,Other,Proportional,Desaturated,0.9,FALSE,FALSE,FALSE,TRUE,Other,Dark,FALSE
437,3D,Stylized,24,Hybrid,Proportional,Cold,0.95,FALSE,TRUE,FALSE,FALSE,Houdini,Futuristic,TRUE
438,Hybrid,Realistic,24,Other,Proportional,Vibrant,0.9,FALSE,FALSE,FALSE,FALSE,Other,Ep ic,TRUE
439,Hybrid,Dark,24,Other,Proportional,Desaturated,0.85,FALSE,FALSE,FALSE,FALSE,Other,Dark,TRUE
440,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Whimsical,TRUE
441,3D,Realistic,24,Other,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Ep ic,TRUE
442,3D,Stylized,24,Hybrid,Proportional,Desaturated,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Futuristic,FALSE
443,3D,Realistic,24,Other,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Ep ic,TRUE
444,Hybrid,Naturalistic,24,Other,Proportional,Warm,0.85,FALSE,FALSE,FALSE,FALSE,Other,Naturalistic,TRUE
445,3D,Cartoony,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,FALSE,FALSE,FALSE,RenderMan,Whimsical,TRUE
446,Hybrid,Stylized,24,Other,Proportional,Warm,0.9,FALSE,FALSE,FALSE,FALSE,Other,Naturalistic,TRUE
447,3D,Cartoony,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,FALSE,FALSE,FALSE,Maya,Whimsical,TRUE
448,3D,Stylized,24,Hybrid,Proportional,Desaturated,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Ep ic,TRUE
449,Hybrid,Stylized,24,Other,Proportional,Warm,0.85,FALSE,FALSE,FALSE,FALSE,Other,Whimsical,TRUE
450,3D,Stylized,24,Other,Proportional,Cold,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Ep ic,TRUE
451,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Whimsical,TRUE
452,3D,Realistic,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Naturalistic,FALSE
453,Hybrid,Stylized,24,Other,Proportional,Warm,0.85,FALSE,FALSE,FALSE,FALSE,Other,Whimsical,TRUE
454,3D,Stylized,24,Hybrid,Proportional,Cold,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Futuristic,TRUE
455,Hybrid,Cartoony,24,Other,Exaggerated,Vibrant,0.8,FALSE,FALSE,FALSE,FALSE,Other,Whimsical,FALSE
456,Hybrid,Stylized,24,Other,Proportional,Vibrant,0.85,FALSE,TRUE,FALSE,FALSE,Maya,Whimsical,TRUE
457,3D,Naturalistic,24,Other,Proportional,Warm,0.85,FALSE,FALSE,FALSE,FALSE,Other,Naturalistic,TRUE
458,3D,Realistic,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Houdini,Ep ic,FALSE
459,3D,Stylized,24,Hybrid,Proportional,Desaturated,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Dark,TRUE
460,3D,Realistic,24,Other,Proportional,Cold,0.9,FALSE,FALSE,FALSE,FALSE,Other,Ep ic,TRUE
461,Hybrid,Stylized,24,Other,Proportional,Warm,0.85,FALSE,FALSE,FALSE,FALSE,Other,Naturalistic,TRUE
462,3D,Stylized,24,Rasterization,Proportional,Vibrant,0.85,FALSE,FALSE,FALSE,FALSE,Maya,Naturalistic,TRUE
463,Hybrid,Stylized,24,Other,Proportional,Warm,0.85,FALSE,FALSE,FALSE,FALSE,Other,Naturalistic,TRUE
464,Hybrid,Naturalistic,24,Other,Proportional,Warm,0.9,FALSE,FALSE,FALSE,FALSE,Other,Naturalistic,TRUE
465,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Ep ic,TRUE
466,2D,Stylized,24,Rasterization,Exaggerated,Vibrant,0.8,TRUE,FALSE,FALSE,FALSE,Custom,Dreamlike,TRUE
467,Hybrid,Realistic,24,Other,Proportional,Desaturated,0.9,FALSE,FALSE,FALSE,FALSE,Other,Naturalistic,TRUE
468,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Whimsical,FALSE
469,Hybrid,Stylized,24,Other,Proportional,Warm,0.9,FALSE,FALSE,FALSE,FALSE,Other,Dreamlike,TRUE
470,Hybrid,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Houdini,Whimsical,TRUE
471,3D,Realistic,24,Hybrid,Proportional,Cold,0.9,FALSE,TRUE,FALSE,FALSE,Houdini,Ep ic,TRUE
472,Hybrid,Realistic,24,Other,Proportional,Desaturated,0.9,FALSE,FALSE,FALSE,FALSE,Other,Dark,TRUE
473,3D,Cartoony,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,FALSE,FALSE,FALSE,Blender,Whimsical,TRUE
474,3D,Stylized,24,Rasterization,Exaggerated,Vibrant,0.85,FALSE,FALSE,FALSE,FALSE,Other,Whimsical,TRUE
475,Hybrid,Stylized,24,Other,Proportional,Warm,0.9,FALSE,FALSE,FALSE,FALSE,Other,Naturalistic,TRUE
476,Hybrid,Stylized,24,Other,Proportional,Warm,0.9,FALSE,FALSE,FALSE,FALSE,Other,Naturalistic,TRUE
477,Hybrid,Cartoony,24,Other,Exaggerated,Vibrant,0.8,TRUE,FALSE,FALSE,FALSE,Other,Whimsical,TRUE
478,3D,Cartoony,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,FALSE,FALSE,FALSE,Blender,Whimsical,TRUE
479,3D,Realistic,24,PathTracing,Proportional,Cold,0.95,FALSE,TRUE,FALSE,FALSE,Houdini,Dark,FALSE
480,Hybrid,Realistic,24,Other,Proportional,Desaturated,0.9,FALSE,FALSE,FALSE,FALSE,Other,Dark,TRUE
481,Hybrid,Stylized,24,Other,Proportional,Warm,0.85,FALSE,FALSE,FALSE,TRUE,Other,Naturalistic,FALSE
482,3D,Realistic,24,Other,Proportional,Cold,0.9,FALSE,FALSE,FALSE,FALSE,Other,Ep ic,TRUE
483,3D,Cartoony,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,FALSE,FALSE,FALSE,Maya,Whimsical,TRUE
484,3D,Stylized,24,Hybrid,Proportional,Cold,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Futuristic,TRUE
485,Hybrid,Cartoony,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,TRUE,FALSE,FALSE,Maya,Whimsical,TRUE
486,3D,Stylized,24,Hybrid,Proportional,Desaturated,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Dark,TRUE
487,3D,Stylized,24,Hybrid,Proportional,Cold,0.9,FALSE,TRUE,FALSE,FALSE,Houdini,Ep ic,FALSE
488,Hybrid,Stylized,24,Other,Proportional,Vibrant,0.85,FALSE,TRUE,FALSE,FALSE,Other,Whimsical,TRUE
489,Hybrid,Stylized,24,Other,Proportional,Warm,0.9,FALSE,FALSE,FALSE,FALSE,Other,Whimsical,TRUE
490,2D,Stylized,24,Rasterization,Exaggerated,Vibrant,0.8,TRUE,FALSE,FALSE,FALSE,Custom,Whimsical,TRUE
491,Hybrid,Stylized,24,Other,Proportional,Warm,0.85,FALSE,TRUE,FALSE,FALSE,Other,Whimsical,TRUE
492,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Ep ic,FALSE
493,3D,Cartoony,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,FALSE,FALSE,FALSE,Maya,Whimsical,TRUE
494,3D,Cartoony,24,Rasterization,Exaggerated,Vibrant,0.8,FALSE,FALSE,FALSE,FALSE,Blender,Whimsical,TRUE
495,Hybrid,Stylized,24,Other,Proportional,Vibrant,0.9,FALSE,FALSE,FALSE,FALSE,Other,Dreamlike,TRUE
496,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Dark,TRUE
497,3D,Stylized,24,Hybrid,Proportional,Vibrant,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Whimsical,TRUE
498,3D,Realistic,24,Other,Proportional,Warm,0.9,FALSE,FALSE,FALSE,FALSE,Other,Dreamlike,TRUE
499,Hybrid,Stylized,24,Other,Proportional,Warm,0.9,FALSE,FALSE,FALSE,FALSE,Other,Whimsical,TRUE
500,3D,Stylized,24,Other,Proportional,Cold,0.9,FALSE,TRUE,FALSE,FALSE,Maya,Ep ic,TRUE
