soundtrack_id,film_id,track_title,composer_name,performer_name,is_main_theme,music_genres,vocal_presence,cultural_instrument_usage,diegetic,track_emotional_intensity,scene_usage_type,award_won
439,147,Arrival to Earth,Steve Jablonsky,,TRUE,orchestral|electronic,FALSE,FALSE,FALSE,0.95,intro,FALSE
440,147,Scorponok,Steve Jablonsky,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,battle,FALSE
441,147,Autobots,Steve Jablonsky,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,credits,FALSE
442,148,My Love, Sia,Sia,TRUE,romantic|pop,TRUE,FALSE,FALSE,0.95,credits,FALSE
443,148,Eclipse (All Yours),Metric,Metric,FALSE,rock|pop,TRUE,FALSE,FALSE,0.9,other,FALSE
444,148,Wedding Plans,Carter Burwell,,FALSE,orchestral|romantic,FALSE,FALSE,FALSE,0.85,love,FALSE
445,149,Every 27 Years,Benjamin Wallfisch,,TRUE,orchestral|ambient,FALSE,FALSE,FALSE,0.9,intro,FALSE
446,149,You’ll Float Too,Benjamin Wallfisch,,FALSE,orchestral|electronic,FALSE,FALSE,FALSE,0.9,battle,FALSE
447,149,Paper Boat,Benjamin Wallfisch,,FALSE,orchestral|ambient,FALSE,FALSE,FALSE,0.85,credits,FALSE
448,150,Mission: Impossible Theme,Michael Giacchino,,TRUE,orchestral|electronic,FALSE,FALSE,FALSE,0.95,intro,FALSE
449,150,Ghost Protocol Suite,Michael Giacchino,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,transition,FALSE
450,150,Putting the Pieces Together,Michael Giacchino,,FALSE,orchestral|ambient,FALSE,FALSE,FALSE,0.85,credits,FALSE
451,151,Am I Dreaming,Metro Boomin & A$AP Rocky & Roisee,A$AP Rocky & Roisee,FALSE,hiphop|pop,TRUE,FALSE,FALSE,0.9,other,FALSE
452,151,Self Love,Metro Boomin & Coi Leray,Coi Leray,FALSE,hiphop|pop,TRUE,FALSE,FALSE,0.85,other,FALSE
453,151,Calling,Metro Boomin & Swae Lee & NAV & A Boogie wit da Hoodie,Swae Lee & NAV & A Boogie wit da Hoodie,TRUE,hiphop|pop,TRUE,FALSE,FALSE,0.9,credits,FALSE
454,152,Main Titles,Joe Kraemer,,TRUE,orchestral,FALSE,FALSE,FALSE,0.9,intro,FALSE
455,152,The A400,Joe Kraemer,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,battle,FALSE
456,152,Finale and Curtain Call,Joe Kraemer,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,credits,FALSE
457,153,Meet Me on the Equinox,Alexandre Desplat,Death Cab for Cutie,FALSE,rock|pop,TRUE,FALSE,FALSE,0.9,credits,FALSE
458,153,Possibility,Alexandre Desplat,Lykke Li,TRUE,romantic|pop,TRUE,FALSE,FALSE,0.9,other,FALSE
459,153,The Meadow,Alexandre Desplat,,FALSE,orchestral|romantic,FALSE,FALSE,FALSE,0.85,love,FALSE
460,154,Gravity,Steven Price,,TRUE,orchestral|ambient,FALSE,FALSE,FALSE,0.95,credits,TRUE
461,154,Don’t Let Go,Steven Price,,FALSE,orchestral|ambient,FALSE,FALSE,FALSE,0.9,other,FALSE
462,154,Shenzou,Steven Price,,FALSE,orchestral|ambient,FALSE,FALSE,FALSE,0.85,transition,FALSE
463,155,How Far I’ll Go,Lin-Manuel Miranda,Auli’i Cravalho,TRUE,romantic|pop,TRUE,FALSE,FALSE,0.95,other,TRUE
464,155,We Know the Way,Opetaia Foa’i & Lin-Manuel Miranda,Opetaia Foa’i,FALSE,ethnic|pop,TRUE,TRUE,FALSE,0.9,intro,FALSE
465,155,You’re Welcome,Lin-Manuel Miranda,Dwayne Johnson,FALSE,pop|comedy,TRUE,FALSE,TRUE,0.85,other,FALSE
466,156,A Thousand Years,Alexandre Desplat,Christina Perri,TRUE,romantic|pop,TRUE,FALSE,FALSE,0.95,love,FALSE
467,156,Turning Page,Carter Burwell,Sleeping at Last,FALSE,romantic|pop,TRUE,FALSE,FALSE,0.9,other,FALSE
468,156,Love Death Birth,Carter Burwell,,FALSE,orchestral|romantic,FALSE,FALSE,FALSE,0.85,other,FALSE
469,157,Forrest Gump Suite,Alan Silvestri,,TRUE,orchestral,FALSE,FALSE,FALSE,0.95,credits,FALSE
470,157,Fortunate Son,Compilation,Creedence Clearwater Revival,FALSE,rock,TRUE,FALSE,TRUE,0.85,other,FALSE
471,157,Sweet Home Alabama,Compilation,Lynyrd Skynyrd,FALSE,rock,TRUE,FALSE,TRUE,0.85,other,FALSE
472,158,Safe & Sound,James Newton Howard,Taylor Swift & The Civil Wars,TRUE,folk|pop,TRUE,FALSE,FALSE,0.95,credits,FALSE
473,158,Abraham’s Daughter,James Newton Howard,Arcade Fire,FALSE,rock|other,TRUE,FALSE,FALSE,0.85,other,FALSE
474,158,The Hunger Games,James Newton Howard,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,intro,FALSE
475,159,Main Title,Michael Giacchino,,TRUE,orchestral|electronic,FALSE,FALSE,FALSE,0.9,intro,FALSE
476,159,Sanctuary,Michael Giacchino,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,transition,FALSE
477,159,The Master of the Mystic End Credits,Michael Giacchino,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,credits,FALSE
478,160,Main Theme,James Newton Howard,,TRUE,orchestral|ambient,FALSE,FALSE,FALSE,0.9,intro,FALSE
479,160,Malcolm Is Dead,James Newton Howard,,FALSE,orchestral|ambient,FALSE,FALSE,FALSE,0.9,other,FALSE
480,160,End Credits,James Newton Howard,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,credits,FALSE
481,161,What Are You Going to Do When You Are Not Saving the World?,Hans Zimmer,,TRUE,orchestral,FALSE,FALSE,FALSE,0.95,credits,FALSE
482,161,Flight,Hans Zimmer,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,other,FALSE
483,161,Look to the Stars,Hans Zimmer,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,intro,FALSE
484,162,Ancient China / Story of Shen,Hans Zimmer & John Powell,,TRUE,orchestral|ethnic,FALSE,TRUE,FALSE,0.9,intro,FALSE
485,162,Po Finds the Truth,Hans Zimmer & John Powell,,FALSE,orchestral|romantic,FALSE,FALSE,FALSE,0.85,other,FALSE
486,162,Zen Ball Master,Hans Zimmer & John Powell,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,battle,FALSE
487,163,Hero’s Theme,Danny Elfman,,TRUE,orchestral,FALSE,FALSE,FALSE,0.9,intro,FALSE
488,163,The Final Battle,Danny Elfman,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,battle,FALSE
489,163,Justice League United,Danny Elfman,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,credits,FALSE
490,164,Across the Stars,John Williams,,TRUE,orchestral|romantic,FALSE,FALSE,FALSE,0.95,love,TRUE
491,164,Main Title and Ambush on Coruscant,John Williams,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,intro,FALSE
492,164,Confrontation with Count Dooku,John Williams,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,battle,FALSE
493,165,The Crimes of Grindelwald,James Newton Howard,,TRUE,orchestral,FALSE,FALSE,FALSE,0.9,intro,FALSE
494,165,Dumbledore,James Newton Howard,,FALSE,orchestral|romantic,FALSE,FALSE,FALSE,0.85,other,FALSE
495,165,Nagini,James Newton Howard,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,other,FALSE
496,166,He’s a Pirate,Klaus Badelt,,TRUE,orchestral|rock,FALSE,FALSE,FALSE,0.95,credits,FALSE
497,166,The Black Pearl,Klaus Badelt,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,intro,FALSE
498,166,Underwater March,Klaus Badelt,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,other,FALSE
499,167,Back in Time,Danny Elfman,Pitbull,TRUE,pop|other,TRUE,FALSE,FALSE,0.9,credits,FALSE
500,167,Griffin Steps Out,Danny Elfman,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,other,FALSE
501,167,Men in Black 3 – Main Title,Danny Elfman,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,intro,FALSE
502,168,Starman,Harry Gregson-Williams,David Bowie,FALSE,rock|pop,TRUE,FALSE,TRUE,0.9,other,FALSE
503,168,I Will Survive,Harry Gregson-Williams,Gloria Gaynor,FALSE,disco|pop,TRUE,FALSE,TRUE,0.85,other,FALSE
504,168,The Martian,Harry Gregson-Williams,,TRUE,orchestral,FALSE,FALSE,FALSE,0.9,intro,FALSE
505,169,The Meltdown Main Title,John Powell,,TRUE,orchestral,FALSE,FALSE,FALSE,0.9,intro,FALSE
506,169,Escape from the Flood,John Powell,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,battle,FALSE
507,169,End Credits,John Powell,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,credits,FALSE
508,170,Immortals,Henry Jackman,Fall Out Boy,TRUE,rock|pop,TRUE,FALSE,FALSE,0.95,other,FALSE
509,170,Big Hero 6 Overture,Henry Jackman,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,intro,FALSE
510,170,First Flight,Henry Jackman,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,transition,FALSE
511,171,There Are Worse Games to Play / Deep in the Meadow / The Hunger Games Suite,James Newton Howard,,TRUE,orchestral|romantic,FALSE,FALSE,FALSE,0.9,credits,FALSE
512,171,Prim’s Farewell,James Newton Howard,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,funeral,FALSE
513,171,Revolution,James Newton Howard,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,other,FALSE
514,172,Thor: The Dark World, Brian Tyler,,TRUE,orchestral|rock,FALSE,FALSE,FALSE,0.9,intro,FALSE
515,172,Battle of Vanaheim,Brian Tyler,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,battle,FALSE
516,172,Lokasenna,Brian Tyler,,FALSE,orchestral|ambient,FALSE,FALSE,FALSE,0.85,other,FALSE
517,173,Cornfield Chase,Hans Zimmer,,FALSE,orchestral|ambient,FALSE,FALSE,FALSE,0.9,other,FALSE
518,173,No Time for Caution,Hans Zimmer,,TRUE,orchestral|ambient,FALSE,FALSE,FALSE,0.95,battle,FALSE
519,173,Stay,Hans Zimmer,,FALSE,orchestral|ambient,FALSE,FALSE,FALSE,0.9,credits,FALSE
520,174,Main Theme,Yuki Kajiura & Go Shiina,,TRUE,orchestral|ethnic,FALSE,TRUE,FALSE,0.9,intro,FALSE
521,174,Hashira Training,Yuki Kajiura & Go Shiina,,FALSE,orchestral|ethnic,FALSE,TRUE,FALSE,0.85,other,FALSE
522,174,Final Confrontation,Yuki Kajiura & Go Shiina,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,battle,FALSE
523,175,How to Train Your Dragon – Main Theme,John Powell,,TRUE,orchestral|ethnic,FALSE,TRUE,FALSE,0.95,intro,FALSE
524,175,First Flight,John Powell,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,other,FALSE
525,175,The Hidden World,John Powell,,FALSE,orchestral|romantic,FALSE,FALSE,FALSE,0.9,credits,FALSE
526,176,Pure Imagination,Joby Talbot,Timothée Chalamet,TRUE,pop|musical,TRUE,FALSE,FALSE,0.95,intro,FALSE
527,176,A World of Your Own,Joby Talbot,Timothée Chalamet,FALSE,pop|romantic,TRUE,FALSE,FALSE,0.9,other,FALSE
528,176,Scrub Scrub,Joby Talbot,,FALSE,orchestral|comedy,FALSE,FALSE,FALSE,0.85,transition,FALSE
529,177,Oogway Ascends,Hans Zimmer & John Powell,,TRUE,orchestral|ethnic,FALSE,TRUE,FALSE,0.95,intro,TRUE
530,177,Tai Lung Escapes,Hans Zimmer & John Powell,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,battle,FALSE
531,177,Dragon Warrior is Among Us,Hans Zimmer & John Powell,,FALSE,orchestral|comedy,FALSE,FALSE,FALSE,0.85,other,FALSE
532,178,The Glory Days,Michael Giacchino,,TRUE,orchestral|jazz,FALSE,FALSE,FALSE,0.9,intro,FALSE
533,178,Life’s Incredible Again,Michael Giacchino,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,transition,FALSE
534,178,Saving Metroville,Michael Giacchino,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,battle,FALSE
535,179,Faith,Joby Talbot,Stevie Wonder & Ariana Grande,TRUE,pop|funk,TRUE,FALSE,FALSE,0.95,credits,FALSE
536,179,Set It All Free,Joby Talbot,Scarlett Johansson,FALSE,rock|pop,TRUE,FALSE,FALSE,0.9,other,FALSE
537,179,I’m Still Standing,Joby Talbot,Taron Egerton,FALSE,rock|pop,TRUE,FALSE,TRUE,0.9,other,FALSE
538,180,Don Omar – Danza Kuduro,Brian Tyler,Don Omar & Lucenzo,FALSE,latin|pop,TRUE,TRUE,TRUE,0.9,other,FALSE
539,180,Fast Five Suite,Brian Tyler,,TRUE,orchestral|rock,FALSE,FALSE,FALSE,0.9,intro,FALSE
540,180,Firing Up the Team,Brian Tyler,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,battle,FALSE
541,181,Start Your Engines,Hans Zimmer,,TRUE,orchestral|electronic,FALSE,FALSE,FALSE,0.9,intro,FALSE
542,181,Pit Stop,Hans Zimmer,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,transition,FALSE
543,181,Victory Lap,Hans Zimmer,,FALSE,orchestral|rock,FALSE,FALSE,FALSE,0.9,credits,FALSE
544,182,Le Festin,Michael Giacchino,Camille,TRUE,jazz|romantic,TRUE,TRUE,FALSE,0.95,credits,FALSE
545,182,Welcome to Gusteau’s,Michael Giacchino,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,intro,FALSE
546,182,End Creditouilles,Michael Giacchino,,FALSE,orchestral|jazz,FALSE,FALSE,FALSE,0.85,other,FALSE
547,183,Hancock’s Theme,John Powell,,TRUE,orchestral|rock,FALSE,FALSE,FALSE,0.9,intro,FALSE
548,183,Train Rescue,John Powell,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,battle,FALSE
549,183,Good Job,John Powell,,FALSE,orchestral|romantic,FALSE,FALSE,FALSE,0.85,credits,FALSE
550,184,It Takes Two,Christophe Beck,Marvin Gaye & Kim Weston,FALSE,soul|pop,TRUE,FALSE,TRUE,0.9,other,FALSE
551,184,Main Theme,Christophe Beck,,TRUE,orchestral|electronic,FALSE,FALSE,FALSE,0.9,intro,FALSE
552,184,Ghosts of Pym,Christophe Beck,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,transition,FALSE
553,185,Resurrection,John Debney,,TRUE,orchestral|ethnic,FALSE,TRUE,FALSE,0.95,credits,FALSE
554,185,Crucifixion,John Debney,,FALSE,orchestral,FALSE,TRUE,FALSE,0.9,funeral,FALSE
555,185,The Passion,John Debney,,FALSE,orchestral,FALSE,TRUE,FALSE,0.9,other,FALSE
556,186,Highway to Hell,AC/DC,AC/DC,FALSE,rock,TRUE,FALSE,TRUE,0.9,other,FALSE
557,186,Make Way for Tomorrow Today,John Debney,Richard Sherman,FALSE,pop|jazz,TRUE,FALSE,TRUE,0.85,other,FALSE
558,186,Iron Man 2 Theme,John Debney,,TRUE,orchestral|rock,FALSE,FALSE,FALSE,0.9,intro,FALSE
559,187,Pi’s Lullaby,Mychael Danna,Bombay Jayashri,TRUE,ethnic|ambient,TRUE,TRUE,FALSE,0.95,intro,TRUE
560,187,The Waves,Mychael Danna,,FALSE,orchestral|ambient,FALSE,FALSE,FALSE,0.9,other,FALSE
561,187,First Night,Mychael Danna,,FALSE,orchestral|ethnic,FALSE,TRUE,FALSE,0.85,transition,FALSE
562,188,The Lost World Theme,John Williams,,TRUE,orchestral,FALSE,FALSE,FALSE,0.9,intro,FALSE
563,188,The Raptors Appear,John Williams,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,battle,FALSE
564,188,The Hunt,John Williams,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,other,FALSE
565,189,Superman Theme,Hans Zimmer,,TRUE,orchestral,FALSE,FALSE,FALSE,0.95,intro,FALSE
566,189,Return of Hope,Hans Zimmer,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,credits,FALSE
567,189,Man of Tomorrow,Hans Zimmer,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,other,FALSE
568,190,Where No One Goes,John Powell,Jónsi,TRUE,folk|pop,TRUE,FALSE,FALSE,0.95,intro,FALSE
569,190,Flying with Mother,John Powell,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,transition,FALSE
570,190,Two New Alphas,John Powell,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,battle,FALSE
571,191,Logan’s Theme,Marco Beltrami,,TRUE,orchestral|ambient,FALSE,FALSE,FALSE,0.9,intro,FALSE
572,191,Eden,Marco Beltrami,,FALSE,orchestral|romantic,FALSE,FALSE,FALSE,0.9,other,FALSE
573,191,Don’t Be What They Made You,Marco Beltrami,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,credits,FALSE
574,192,Take Me Home,Rock Chen & Roc Chen,Leo Liu,TRUE,orchestral|ethnic,TRUE,TRUE,FALSE,0.9,credits,FALSE
575,192,Earth Rescue,Rock Chen & Roc Chen,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,battle,FALSE
576,192,The Wandering Earth Theme,Rock Chen & Roc Chen,,FALSE,orchestral|ambient,FALSE,FALSE,FALSE,0.85,intro,FALSE
577,193,War of the Worlds Theme,John Williams,,TRUE,orchestral,FALSE,FALSE,FALSE,0.9,intro,FALSE
578,193,Escape from the City,John Williams,,FALSE,orchestral|ambient,FALSE,FALSE,FALSE,0.85,transition,FALSE
579,193,The Reunion,John Williams,,FALSE,orchestral|romantic,FALSE,FALSE,FALSE,0.9,credits,FALSE
580,194,We Have Returned,Steve Jablonsky,,TRUE,orchestral|electronic,FALSE,FALSE,FALSE,0.9,intro,FALSE
581,194,Merlin’s Staff,Steve Jablonsky,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,other,FALSE
582,194,Knights Unite,Steve Jablonsky,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,battle,FALSE
583,195,Alex on the Spot,Hans Zimmer,,TRUE,orchestral|jazz,FALSE,FALSE,FALSE,0.9,intro,FALSE
584,195,Big and Chunky,Will.i.am,Will.i.am,FALSE,hiphop|pop,TRUE,FALSE,TRUE,0.9,other,FALSE
585,195,Move It Move It,Reel 2 Real,Reel 2 Real,FALSE,pop|dance,TRUE,FALSE,TRUE,0.9,credits,FALSE
586,196,You Know My Name,David Arnold,Chris Cornell,TRUE,rock|pop,TRUE,FALSE,FALSE,0.95,intro,FALSE
587,196,"Vesper,Lyric Theme",David Arnold,,FALSE,orchestral|romantic,FALSE,FALSE,FALSE,0.9,love,FALSE
588,196,The Name’s Bond,David Arnold,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,credits,FALSE
589,197,Another Way to Die,David Arnold,Jack White & Alicia Keys,TRUE,rock|pop,TRUE,FALSE,FALSE,0.9,intro,FALSE
590,197,Timpani Bond,David Arnold,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,transition,FALSE
591,197,Field Trip,David Arnold,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,battle,FALSE
592,198,Final Reckoning Theme,Lorne Balfe,,TRUE,orchestral|electronic,FALSE,FALSE,FALSE,0.9,intro,FALSE
593,198,The Last Mission,Lorne Balfe,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,battle,FALSE
594,198,End of an Era,Lorne Balfe,,FALSE,orchestral|ambient,FALSE,FALSE,FALSE,0.85,credits,FALSE
595,199,Men in Black, Danny Elfman,,TRUE,orchestral|jazz,FALSE,FALSE,FALSE,0.9,intro,FALSE
596,199,Men in Black (Song),Will Smith,Will Smith,FALSE,hiphop|pop,TRUE,FALSE,TRUE,0.95,credits,FALSE
597,199,Arrival,Danny Elfman,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,other,FALSE
598,200,Stronger,Kanye West,Kanye West,FALSE,hiphop|pop,TRUE,FALSE,TRUE,0.9,other,FALSE
599,200,Bangkok Suite,Christophe Beck,,TRUE,orchestral|comedy,FALSE,FALSE,FALSE,0.85,intro,FALSE
600,200,Allentown Boys,Christophe Beck,,FALSE,orchestral|comedy,FALSE,FALSE,FALSE,0.85,credits,FALSE
601,201,Main Theme,James Newton Howard,,TRUE,orchestral|ambient,FALSE,FALSE,FALSE,0.9,intro,FALSE
602,201,Evacuation,James Newton Howard,,FALSE,orchestral|ambient,FALSE,FALSE,FALSE,0.85,transition,FALSE
603,201,Good Morning,James Newton Howard,,FALSE,orchestral|romantic,FALSE,FALSE,FALSE,0.9,other,FALSE
604,202,Driving with the Top Down,Ramin Djawadi,,TRUE,orchestral|rock,FALSE,FALSE,FALSE,0.9,intro,FALSE
605,202,Mark I,Ramin Djawadi,,FALSE,orchestral|electronic,FALSE,FALSE,FALSE,0.9,battle,FALSE
606,202,Iron Man Theme,Ramin Djawadi,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,credits,FALSE
607,203,Ready Player One Main Title,Alan Silvestri,,TRUE,orchestral|electronic,FALSE,FALSE,FALSE,0.9,intro,FALSE
608,203,The Oasis,Alan Silvestri,,FALSE,orchestral|electronic,FALSE,FALSE,FALSE,0.85,transition,FALSE
609,203,End Credits,Alan Silvestri,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,credits,FALSE
610,204,When Will My Life Begin,Alan Menken,Mandy Moore,TRUE,pop|romantic,TRUE,FALSE,FALSE,0.95,intro,FALSE
611,204,I See the Light,Alan Menken,Mandy Moore & Zachary Levi,FALSE,romantic|pop,TRUE,FALSE,FALSE,0.95,love,TRUE
612,204,Kingdom Dance,Alan Menken,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,transition,FALSE
613,205,Full River Red Theme,Qigang Chen,,TRUE,orchestral|ethnic,FALSE,TRUE,FALSE,0.9,intro,FALSE
614,205,Final Battle,Qigang Chen,,FALSE,orchestral|ethnic,FALSE,TRUE,FALSE,0.9,battle,FALSE
615,205,Silent Tears,Qigang Chen,,FALSE,orchestral|romantic,FALSE,TRUE,FALSE,0.85,other,FALSE
616,206,Dancing Queen,ABBA,ABBA,TRUE,pop|disco,TRUE,FALSE,TRUE,0.95,other,FALSE
617,206,Mamma Mia,ABBA,ABBA,FALSE,pop|disco,TRUE,FALSE,TRUE,0.9,other,FALSE
618,206,The Winner Takes It All,ABBA,Meryl Streep,FALSE,pop|romantic,TRUE,FALSE,FALSE,0.95,love,FALSE
619,207,Main Theme,Alan Silvestri,,TRUE,orchestral|comedy,FALSE,FALSE,FALSE,0.9,intro,FALSE
620,207,Historical Chaos,Alan Silvestri,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,other,FALSE
621,207,End Titles,Alan Silvestri,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,credits,FALSE
622,208,Shine Your Way,Alan Silvestri,Owl City & Yuna,TRUE,pop|folk,TRUE,FALSE,FALSE,0.95,credits,FALSE
623,208,The Croods Theme,Alan Silvestri,,FALSE,orchestral|ethnic,FALSE,TRUE,FALSE,0.9,intro,FALSE
624,208,Eep and Guy,Alan Silvestri,,FALSE,orchestral|romantic,FALSE,FALSE,FALSE,0.85,love,FALSE
625,209,Godzilla x Kong Main Theme,Tom Holkenborg (Junkie XL),,TRUE,orchestral|electronic,FALSE,FALSE,FALSE,0.9,intro,FALSE
626,209,The Empire Rises,Tom Holkenborg,,FALSE,orchestral|rock,FALSE,FALSE,FALSE,0.9,battle,FALSE
627,209,Monarch Legacy,Tom Holkenborg,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,credits,FALSE
628,210,The Island,Henry Jackman,,TRUE,orchestral|ethnic,FALSE,TRUE,FALSE,0.9,intro,FALSE
629,210,Packs Hunter,Henry Jackman,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,battle,FALSE
630,210,Kong’s Reign,Henry Jackman,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,credits,FALSE
631,211,Love Me Like You Do,Danny Elfman,Ellie Goulding,TRUE,pop|romantic,TRUE,FALSE,FALSE,0.95,love,TRUE
632,211,Earned It,Danny Elfman,The Weeknd,FALSE,rnb|pop,TRUE,FALSE,FALSE,0.9,other,FALSE
633,211,Main Theme,Danny Elfman,,FALSE,orchestral|romantic,FALSE,FALSE,FALSE,0.85,credits,FALSE
634,212,Detective Chinatown Theme,Chen Zhiyi,,TRUE,orchestral|ethnic,FALSE,TRUE,FALSE,0.9,intro,FALSE
635,212,Tokyo Chase,Chen Zhiyi,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,battle,FALSE
636,212,Comedy Walk,Chen Zhiyi,,FALSE,orchestral|comedy,FALSE,FALSE,FALSE,0.85,other,FALSE
637,213,Part of Your World,Alan Menken,Halle Bailey,TRUE,romantic|pop,TRUE,FALSE,FALSE,0.95,love,FALSE
638,213,Under the Sea,Alan Menken,Daveed Diggs,FALSE,ethnic|pop,TRUE,TRUE,TRUE,0.9,other,TRUE
639,213,Poor Unfortunate Souls,Alan Menken,Melissa McCarthy,FALSE,comedy|musical,TRUE,FALSE,FALSE,0.85,other,FALSE
640,214,Dead Reckoning Main Titles,Lorne Balfe,,TRUE,orchestral|electronic,FALSE,FALSE,FALSE,0.9,intro,FALSE
641,214,To Be Reckoned With,Lorne Balfe,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,battle,FALSE
642,214,Final Decision,Lorne Balfe,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,credits,FALSE
643,215,Smurf Party,Katy Perry,Katy Perry,FALSE,pop|comedy,TRUE,FALSE,TRUE,0.9,other,FALSE
644,215,The Smurfs Theme,Heitor Pereira,,TRUE,orchestral|comedy,FALSE,FALSE,FALSE,0.9,intro,FALSE
645,215,End Credits,Heitor Pereira,,FALSE,orchestral,FALSE,FALSE,FALSE,0.85,credits,FALSE
646,216,If I Didn’t Have You,Randy Newman,Randy Newman & John Goodman,TRUE,pop|jazz,TRUE,FALSE,TRUE,0.95,credits,TRUE
647,216,Walk to Work,Randy Newman,,FALSE,orchestral|comedy,FALSE,FALSE,FALSE,0.85,other,FALSE
648,216,"Monsters, Inc. Theme",Randy Newman,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,intro,FALSE
649,217,Collision of Worlds,Michael Giacchino,Brad Paisley & Robbie Williams,TRUE,rock|pop,TRUE,FALSE,FALSE,0.9,credits,FALSE
650,217,Tokyo Takeover,Michael Giacchino,,FALSE,orchestral|jazz,FALSE,FALSE,FALSE,0.85,transition,FALSE
651,217,Grand Prix Finale,Michael Giacchino,,FALSE,orchestral,FALSE,FALSE,FALSE,0.9,battle,FALSE
652,218,King Kong Theme,James Newton Howard,,TRUE,orchestral|romantic,FALSE,FALSE,FALSE,0.9,intro,FALSE
653,218,Beauty Killed the Beast,James Newton Howard,,FALSE,orchestral|romantic,FALSE,FALSE,FALSE,0.95,funeral,FALSE
654,218,The Venture Departs,James Newton Howard,,FALSE,orchestral|ambient,FALSE,FALSE,FALSE,0.85,transition,FALSE
655,219,I Like to Move It,Will.i.am,Will.i.am,TRUE,pop|dance,TRUE,FALSE,TRUE,0.9,other,FALSE
656,219,Zoosters Breakout,Hans Zimmer,,FALSE,orchestral|comedy,FALSE,FALSE,FALSE,0.85,other,FALSE
657,219,Best Friends,Hans Zimmer,,FALSE,orchestral|romantic,FALSE,FALSE,FALSE,0.85,credits,FALSE
658,220,Ted’s Theme,Walter Murphy,,TRUE,jazz|comedy,FALSE,FALSE,FALSE,0.9,intro,FALSE
659,220,Everybody Needs a Best Friend,Walter Murphy,Norah Jones,FALSE,jazz|pop,TRUE,FALSE,FALSE,0.95,credits,FALSE
