film_id,film_name,release_year,genre,film_duration,film_country,film_language,film_budget,film_box_office,film_votes_count,film_release_platform,film_name_word_count,film_age_rating,film_awards_count,studio_name
392,Gone with the Wind,1939,Drama|History|Romance,221,USA,en,3900000,390000000,25000000,Cinema,4,NR,10,Metro-Goldwyn-Mayer
393,Robin Hood: Prince of Thieves,1991,Action|Adventure|Drama,143,USA,en,48000000,390500000,13000000,Cinema,4,PG-13,1,Warner Bros.
394,The Wolf of Wall Street,2013,Biography|Comedy|Crime,180,USA,en,100000000,406878233,15000000,Cinema,5,R,5,Paramount Pictures
395,Back to the Future,1985,Adventure|Comedy|Sci-Fi,116,USA,en,19000000,388800000,21000000,Cinema,4,PG,4,Universal Pictures
396,Godzilla: King of the Monsters,2019,Action|Adventure|Sci-Fi,132,USA,en,170000000,386600000,6000000,Cinema,4,PG-13,2,Legendary Pictures
397,Star Trek,2009,Action|Adventure|Sci-Fi,127,USA,en,150000000,385700000,12000000,Cinema,2,PG-13,3,Paramount Pictures
398,Ice Age,2002,Animation|Adventure|Comedy,81,USA,en,59000000,386100000,16000000,Cinema,2,PG,2,Blue Sky Studios
399,Home,2015,Animation|Adventure|Comedy,94,USA,en,135000000,386000000,9000000,Cinema,1,PG,1,DreamWorks Animation
400,Happy Feet,2006,Animation|Adventure|Comedy,108,Australia|USA,en,100000000,384300000,14000000,Cinema,2,PG,3,Warner Bros.
401,Independence Day: Resurgence,2016,Action|Adventure|Sci-Fi,120,USA,en,165000000,389700000,9000000,Cinema,3,PG-13,1,20th Century Fox
402,Indiana Jones and the Dial of Destiny,2023,Action|Adventure,154,USA,en,295000000,383000000,450000,Cinema,6,PG-13,2,Lucasfilm
403,Slumdog Millionaire,2008,Drama|Romance,120,UK|India,en,15000000,378000000,16000000,Cinema,2,R,8,Pathé Pictures
404,1917,2019,Action|Drama|War,119,UK|USA,en,95000000,384900000,8000000,Cinema,1,R,10,Universal Pictures
405,Cars 3,2017,Animation|Adventure|Comedy,102,USA,en,175000000,383900000,7000000,Cinema,2,G,2,Pixar Animation Studios
406,Thunderbolts*,2025,Action|Adventure|Sci-Fi,150,USA,en,220000000,900000000,200000,Cinema,1,PG-13,0,Marvel Studios
407,Live Free or Die Hard,2007,Action|Thriller,128,USA,en,110000000,383531464,13000000,Cinema,5,PG-13,2,20th Century Fox
408,Monsters vs. Aliens,2009,Animation|Action|Comedy,94,USA,en,175000000,381509870,12000000,Cinema,3,PG,2,DreamWorks Animation
409,Fifty Shades Darker,2017,Drama|Romance,118,USA,en,55000000,381800000,8000000,Cinema,3,R,1,Universal Pictures
410,Mad Max: Fury Road,2015,Action|Adventure|Sci-Fi,120,Australia|USA,en,150000000,379400000,10000000,Cinema,4,R,6,Warner Bros.
411,Black Widow,2021,Action|Adventure|Sci-Fi,134,USA,en,200000000,379800000,4500000,Cinema,2,PG-13,1,Marvel Studios
412,Taken 2,2012,Action|Thriller,92,France|USA,en,45000000,376100000,11000000,Cinema,2,PG-13,1,EuropaCorp
413,Once Upon a Time…in Hollywood,2019,Comedy|Drama,161,USA,en,90000000,377400000,9000000,Cinema,4,R,10,Columbia Pictures
414,Hotel Transylvania,2012,Animation|Comedy|Family,91,USA,en,85000000,377000000,9500000,Cinema,2,PG,1,Columbia Pictures
415,Godzilla,1998,Action|Adventure|Sci-Fi,139,USA,en,130000000,379000000,15000000,Cinema,1,PG-13,1,TriStar Pictures
416,G.I. Joe: Retaliation,2013,Action|Adventure|Sci-Fi,110,USA,en,130000000,375700000,9300000,Cinema,3,PG-13,1,Paramount Pictures
417,Toy Story,1995,Animation|Adventure|Comedy,81,USA,en,30000000,373600000,23000000,Cinema,2,G,4,Pixar Animation Studios
418,My Big Fat Greek Wedding,2002,Comedy|Romance,95,USA,en,5000000,368700000,17000000,Cinema,4,PG,2,IFC Films
419,X-Men Origins: Wolverine,2009,Action|Adventure|Sci-Fi,107,USA,en,150000000,373000000,12000000,Cinema,3,PG-13,1,20th Century Fox
420,What Women Want,2000,Comedy|Fantasy|Romance,127,USA,en,70000000,374111707,16000000,Cinema,3,PG-13,1,Paramount Pictures
421,The Adventures of Tintin,2011,Animation|Action|Adventure,107,USA|NewZealand,en,135000000,373993951,9000000,Cinema,4,PG,3,Amblin Entertainment
422,Spider-Man: Into The Spider-Verse 3D,2018,Animation|Action|Adventure,117,USA,en,90000000,384256930,7000000,Cinema,5,PG,6,Columbia Pictures
423,Zhongguo jizhang,2019,Drama|History,111,China,zh,15000000,456000000,300000,Cinema,2,PG,3,Bona Film Group
424,Dead To Rights (南京照相馆),2025,Drama|Mystery,130,China,zh,20000000,250000000,100000,Cinema,4,PG-13,0,Alibaba Pictures
425,Twisters,2024,Action|Adventure|Thriller,122,USA,en,200000000,460000000,300000,Cinema,1,PG-13,0,Universal Pictures
426,Fifty Shades Freed,2018,Drama|Romance,105,USA,en,55000000,372000000,7500000,Cinema,3,R,1,Universal Pictures
427,Shark Tale,2004,Animation|Adventure|Comedy,90,USA,en,75000000,374600000,15000000,Cinema,2,PG,1,DreamWorks Animation
428,Captain America: The First Avenger,2011,Action|Adventure|Sci-Fi,124,USA,en,140000000,370600000,11500000,Cinema,6,PG-13,2,Marvel Studios
429,There’s Something About Mary,1998,Comedy|Romance,119,USA,en,23000000,369884651,19000000,Cinema,4,R,4,20th Century Fox
430,Raiders of the Lost Ark,1981,Action|Adventure,115,USA,en,18000000,389925971,25000000,Cinema,5,PG,5,Lucasfilm
431,The Golden Compass,2007,Adventure|Family|Fantasy,113,UK|USA,en,180000000,372234864,12000000,Cinema,3,PG-13,1,New Line Cinema
432,Gone Girl,2014,Drama|Mystery|Thriller,149,USA,en,61000000,369330363,9500000,Cinema,2,R,6,20th Century Fox
433,Edge of Tomorrow,2014,Action|Adventure|Sci-Fi,113,USA|Canada,en,178000000,370500000,9500000,Cinema,3,PG-13,3,Warner Bros.
434,Penguins of Madagascar,2014,Animation|Adventure|Comedy,92,USA,en,132000000,373552094,9000000,Cinema,3,PG,1,DreamWorks Animation
435,Hitch,2005,Comedy|Romance,118,USA,en,70000000,371600000,15000000,Cinema,1,PG-13,1,Columbia Pictures
436,Sinners,2025,Horror|Thriller,110,USA,en,40000000,200000000,150000,Cinema,1,R,0,Blumhouse Productions
437,Tenet,2020,Action|Sci-Fi|Thriller,150,UK|USA,en,205000000,365900000,4800000,Cinema,1,PG-13,3,Warner Bros.
438,Die Hard: With a Vengeance,1995,Action|Thriller,128,USA,en,90000000,366100000,17000000,Cinema,4,R,1,20th Century Fox
439,The Nun,2018,Horror|Mystery|Thriller,96,USA,en,22000000,366200000,8000000,Cinema,2,R,1,Warner Bros.
440,Shazam!,2019,Action|Adventure|Comedy,132,USA,en,100000000,366100000,6500000,Cinema,1,PG-13,2,Warner Bros.
441,Jurassic Park III,2001,Action|Adventure|Sci-Fi,92,USA,en,93000000,368800000,17000000,Cinema,3,PG-13,1,Universal Pictures
442,Terminator Salvation,2009,Action|Sci-Fi,115,USA,en,200000000,365500000,11000000,Cinema,2,PG-13,1,Warner Bros.
443,True Lies,1994,Action|Comedy|Thriller,141,USA,en,100000000,378882411,20000000,Cinema,2,R,2,20th Century Fox
444,Notting Hill,1999,Comedy|Drama|Romance,124,UK|USA,en,42000000,364000000,16000000,Cinema,2,PG-13,3,Universal Pictures
445,A Bug’s Life,1998,Animation|Adventure|Comedy,95,USA,en,120000000,363400000,18000000,Cinema,3,G,2,Pixar Animation Studios
446,Ocean’s Twelve,2004,Crime|Thriller,125,USA,en,110000000,362900000,14000000,Cinema,2,PG-13,2,Warner Bros.
447,Alvin and the Chipmunks,2007,Animation|Comedy|Family,92,USA,en,60000000,361366633,13000000,Cinema,4,PG,1,20th Century Fox
448,Planet of the Apes,2001,Action|Adventure|Sci-Fi,119,USA,en,100000000,362200000,16000000,Cinema,4,PG-13,1,20th Century Fox
449,The Hangover 3,2013,Comedy|Crime,100,USA,en,103000000,362000000,9500000,Cinema,3,R,1,Warner Bros.
450,The World is Not Enough,1999,Action|Adventure|Thriller,128,UK|USA,en,135000000,361832400,18000000,Cinema,5,PG-13,2,Eon Productions
451,Zhuo yao ji 2,2018,Adventure|Comedy|Fantasy,110,China,zh,150000000,369000000,500000,Cinema,3,PG,2,Edko Films
452,Fast & Furious,2009,Action|Crime|Thriller,107,USA,en,85000000,360400000,11000000,Cinema,2,PG-13,2,Universal Pictures
453,Home Alone 2: Lost in New York,1992,Adventure|Comedy|Family,120,USA,en,28000000,359000000,20000000,Cinema,6,PG,2,20th Century Fox
454,Minority Report,2002,Action|Crime|Sci-Fi,145,USA,en,102000000,358400000,13000000,Cinema,2,PG-13,3,20th Century Fox
455,The Flintstones,1994,Comedy|Family|Fantasy,91,USA,en,46000000,358500000,17000000,Cinema,2,PG,1,Universal Pictures
456,Peter Rabbit,2018,Adventure|Comedy|Family,95,USA|Australia,en,50000000,351300000,7000000,Cinema,2,PG,1,Columbia Pictures
457,Top Gun,1986,Action|Drama,110,USA,en,15000000,357800000,24000000,Cinema,2,PG,1,Paramount Pictures
458,The Legend of Tarzan,2016,Action|Adventure|Drama,110,USA,en,180000000,356700000,8500000,Cinema,4,PG-13,1,Warner Bros.
459,Batman Begins,2005,Action|Crime|Drama,140,USA|UK,en,150000000,373700000,17000000,Cinema,2,PG-13,3,Warner Bros.
460,Goldeneye,1995,Action|Adventure|Thriller,130,UK|USA,en,60000000,356400000,16000000,Cinema,1,PG-13,2,Eon Productions
461,American Beauty,1999,Drama,122,USA,en,15000000,356300000,18000000,Cinema,2,R,5,DreamWorks Pictures
462,Dinosaur,2000,Animation|Adventure|Family,82,USA,en,127500000,349800000,16000000,Cinema,1,PG,1,Walt Disney Pictures
463,Wo He Wo De Jia Xiang,2020,Drama|History,157,China,zh,30000000,330000000,200000,Cinema,5,PG,3,China Film Group
464,Catch Me if You Can,2002,Biography|Crime|Drama,141,USA,en,52000000,352100000,17000000,Cinema,5,PG-13,3,DreamWorks Pictures
465,X-Men: First Class,2011,Action|Adventure|Sci-Fi,132,USA,en,160000000,353600000,11000000,Cinema,3,PG-13,2,20th Century Fox
466,Your Name,2016,Animation|Drama|Fantasy,107,Japan,ja,5600000,382200000,9000000,Cinema,2,PG,8,Toho
467,The Fugitive,1993,Action|Thriller,130,USA,en,44000000,368900000,15000000,Cinema,2,PG-13,7,Warner Bros.
468,Night at the Museum: Secret of the Tomb,2014,Adventure|Comedy|Family,98,USA,en,127000000,363200000,9000000,Cinema,6,PG,1,20th Century Fox
469,The Great Gatsby,2013,Drama|Romance,143,Australia|USA,en,105000000,353600000,10000000,Cinema,3,PG-13,2,Warner Bros.
470,Dumbo,2019,Adventure|Family|Fantasy,112,USA,en,170000000,353300000,6700000,Cinema,1,PG,1,Walt Disney Pictures
471,Noah,2014,Action|Adventure|Drama,138,USA,en,125000000,359200000,9300000,Cinema,1,PG-13,2,Paramount Pictures
472,Basic Instinct,1992,Drama|Mystery|Thriller,128,USA,en,49000000,352900000,16000000,Cinema,2,R,2,TriStar Pictures
473,The Angry Birds Movie,2016,Animation|Action|Comedy,97,USA,en,73000000,352300000,8000000,Cinema,4,PG,1,Rovio Animation
474,The Mask,1994,Action|Comedy|Fantasy,101,USA,en,23000000,351600000,20000000,Cinema,2,PG-13,3,New Line Cinema
475,The Karate Kid,2010,Action|Drama|Family,140,USA|China,en,40000000,359100000,12000000,Cinema,3,PG,2,Columbia Pictures
476,Murder on the Orient Express,2017,Crime|Drama|Mystery,114,USA,en,55000000,353000000,8800000,Cinema,4,PG-13,2,20th Century Fox
477,Who Framed Roger Rabbit?,1988,Animation|Adventure|Comedy,104,USA,en,70000000,351500000,17000000,Cinema,4,PG,4,Touchstone Pictures
478,Dr. Seuss’ The Lorax,2012,Animation|Adventure|Comedy,86,USA,en,70000000,349600000,10000000,Cinema,4,PG,1,Illumination Entertainment
479,Alien: Romulus,2024,Horror|Sci-Fi,119,USA,en,100000000,340000000,250000,Cinema,2,R,0,20th Century Studios
480,Hannibal,2001,Crime|Drama|Thriller,131,USA|UK,en,87000000,351692268,15000000,Cinema,1,R,3,MGM
481,It Ends With Us,2024,Drama|Romance,131,USA,en,45000000,330000000,200000,Cinema,4,PG-13,0,Columbia Pictures
482,Deep Impact,1998,Action|Drama|Sci-Fi,120,USA,en,80000000,349464664,17000000,Cinema,2,PG-13,1,Paramount Pictures
483,Alvin and the Chipmunks: Chipwrecked,2011,Animation|Adventure|Comedy,87,USA,en,75000000,342700000,10000000,Cinema,4,G,1,20th Century Fox
484,"I, Robot",2004,Action|Sci-Fi|Thriller,115,USA,en,120000000,353100000,13000000,Cinema,2,PG-13,1,20th Century Fox
485,The Smurfs 2,2013,Animation|Adventure|Comedy,105,USA,en,105000000,347500000,9300000,Cinema,3,PG,1,Columbia Pictures
486,The Maze Runner,2014,Action|Mystery|Sci-Fi,113,USA,en,34000000,348300000,9500000,Cinema,3,PG-13,2,20th Century Fox
487,The Hunger Games: The Ballad of Songbirds & Snakes,2023,Action|Adventure|Drama,157,USA,en,100000000,337400000,500000,Cinema,8,PG-13,2,Lionsgate
488,How the Grinch Stole Christmas,2000,Comedy|Family|Fantasy,104,USA,en,123000000,345823032,16000000,Cinema,5,PG,3,Imagine Entertainment
489,Rush Hour 2,2001,Action|Comedy|Crime,90,USA|HongKong,en,90000000,347325802,15000000,Cinema,3,PG-13,1,New Line Cinema
490,Pocahontas,1995,Animation|Adventure|Drama,81,USA,en,55000000,346100000,21000000,Cinema,1,G,2,Walt Disney Pictures
491,Mary Poppins Returns,2018,Comedy|Family|Fantasy,130,USA|UK,en,130000000,349500000,6700000,Cinema,3,PG,4,Walt Disney Pictures
492,xXx: Return of Xander Cage,2017,Action|Adventure|Thriller,107,USA,en,85000000,346100000,9500000,Cinema,4,PG-13,1,Paramount Pictures
493,Over the Hedge,2006,Animation|Adventure|Comedy,83,USA,en,80000000,343400000,13000000,Cinema,3,PG,1,DreamWorks Animation
494,Trolls,2016,Animation|Adventure|Comedy,92,USA,en,125000000,347000000,8000000,Cinema,1,PG,1,DreamWorks Animation
495,Now You See Me,2013,Crime|Mystery|Thriller,115,USA|France,en,75000000,351700000,10000000,Cinema,3,PG-13,1,Summit Entertainment
496,Wanted,2008,Action|Crime|Thriller,110,USA|Germany,en,75000000,342500000,13000000,Cinema,1,R,2,Universal Pictures
497,Zhuo yao ji,2015,Adventure|Comedy|Fantasy,117,China,zh,50000000,385000000,300000,Cinema,3,PG,4,Edko Films
498,Close Encounters of the Third Kind,1977,Drama|Sci-Fi,137,USA,en,20000000,342900000,24000000,Cinema,5,PG,3,Columbia Pictures
499,Enchanted,2007,Animation|Comedy|Family,107,USA,en,85000000,340487652,11000000,Cinema,1,PG,2,Walt Disney Pictures
500,Tomorrow Never Dies,1997,Action|Adventure|Thriller,119,UK|USA,en,110000000,339500000,19000000,Cinema,3,PG-13,1,Eon Productions
