char_id,film_id,billing_order,char_name,actor_name,char_gender,char_fate,hero_or_villain,personality_traits,is_protagonist,screen_time_ratio,role_type,performance_type
1249,250,3,Han Duoduo,Wang Zhi,F,alive,hero|neutral,kind|courageous|supportive,FALSE,0.15,supporting,LiveAction
1250,250,4,Zhou Zhezhi,Li Xuejian,M,dead,hero|neutral,wise|patriotic|determined,FALSE,0.15,supporting,LiveAction
1251,250,5,MOSS,,X,alive,villain,logical|controlling|cold,FALSE,0.20,villain,MotionCapture
1252,251,1,Greg Focker,Ben Stiller,M,alive,hero,awkward|honest|well-meaning,TRUE,0.30,lead,LiveAction
1253,251,2,Jack Byrnes,Robert De Niro,M,alive,hero|neutral,strict|suspicious|protective,FALSE,0.25,lead,LiveAction
1254,251,3,Pam Byrnes,Teri Polo,F,alive,hero|neutral,loving|patient|supportive,FALSE,0.15,supporting,LiveAction
1255,251,4,Bernie Focker,Dustin Hoffman,M,alive,hero|neutral,open-minded|funny|friendly,FALSE,0.15,supporting,LiveAction
1256,251,5,Roz Focker,Barbra Streisand,F,alive,hero|neutral,free-spirited|caring|confident,FALSE,0.15,supporting,LiveAction
1257,252,1, Wu Qianli, Wu Jing,M,dead,hero,brave|patriotic|selfless,TRUE,0.25,lead,LiveAction
1258,252,2, Wu Wanli, Jackson Yee,M,alive,hero|neutral,young|determined|courageous,FALSE,0.25,lead,LiveAction
1259,252,3,Mei Sheng, Zhu Yawen,M,dead,hero|neutral,loyal|resilient|disciplined,FALSE,0.15,supporting,LiveAction
1260,252,4,Lei Suisheng, Li Chen,M,alive,hero|neutral,strategic|tough|resilient,FALSE,0.15,supporting,LiveAction
1261,252,5,American Commander,,M,dead,villain,arrogant|ruthless|commanding,FALSE,0.20,villain,LiveAction
1262,253,1,Terminator (Model 101),Arnold Schwarzenegger,M,alive,hero|neutral,strong|protective|disciplined,TRUE,0.30,lead,LiveAction
1263,253,2,Sarah Connor,Linda Hamilton,F,alive,hero|neutral,tough|determined|paranoid,FALSE,0.25,lead,LiveAction
1264,253,3,John Connor,Edward Furlong,M,alive,hero|neutral,intelligent|brave|rebellious,FALSE,0.20,lead,LiveAction
1265,253,4,T-1000,Robert Patrick,M,dead,villain,ruthless|efficient|cold,FALSE,0.20,villain,LiveAction
1266,253,5,Miles Dyson,Joe Morton,M,dead,hero|neutral,intelligent|guilt-ridden|moral,FALSE,0.10,supporting,LiveAction
1267,254,1,The Grinch,Benedict Cumberbatch,M,alive,hero|neutral,grumpy|lonely|redeemed,TRUE,0.35,lead,Voice
1268,254,2,Cindy-Lou Who,Cameron Seely,F,alive,hero|neutral,kind|innocent|optimistic,FALSE,0.20,lead,Voice
1269,254,3,Donna Who,Rashida Jones,F,alive,hero|neutral,caring|hardworking|loving,FALSE,0.15,supporting,Voice
1270,254,4,Mayor McGerkle,Angela Lansbury,F,alive,hero|neutral,cheerful|traditional|fair,FALSE,0.10,supporting,Voice
1271,254,5,Bricklebaum,Kenan Thompson,M,alive,hero|neutral,enthusiastic|friendly|funny,FALSE,0.10,supporting,Voice
1272,255,1,Tanjiro Kamado,Natsuki Hanae,M,alive,hero,compassionate|brave|resilient,TRUE,0.30,lead,Voice
1273,255,2,Nezuko Kamado,Akari Kitō,F,alive,hero|neutral,kind|protective|quiet,FALSE,0.20,supporting,Voice
1274,255,3,Kyojuro Rengoku,Satoshi Hino,M,dead,hero|neutral,passionate|strong|honorable,FALSE,0.25,lead,Voice
1275,255,4,Enmu,Daisuke Hirakawa,M,dead,villain,cruel|sadistic|cunning,FALSE,0.20,villain,Voice
1276,255,5,Inosuke Hashibira,Yoshitsugu Matsuoka,M,alive,hero|neutral,reckless|brave|funny,FALSE,0.15,supporting,Voice
1277,256,1,Woody,Tom Hanks,M,alive,hero,loyal|brave|responsible,TRUE,0.30,lead,Voice
1278,256,2,Buzz Lightyear,Tim Allen,M,alive,hero|neutral,confident|brave|naive,FALSE,0.25,lead,Voice
1279,256,3,Jessie,Joan Cusack,F,alive,hero|neutral,spirited|emotional|brave,FALSE,0.20,supporting,Voice
1280,256,4,Al McWhiggin,Wayne Knight,M,alive,villain,greedy|manipulative|selfish,FALSE,0.15,villain,Voice
1281,256,5,Bullseye,,M,alive,hero|neutral,loyal|fast|playful,FALSE,0.10,supporting,MotionCapture
1282,257,1,Pan Sheng, Lay Zhang,M,alive,hero|neutral,intelligent|calculating|moral,TRUE,0.30,lead,LiveAction
1283,257,2,Anna, Gina Jin,F,alive,hero|neutral,brave|resourceful|empathetic,FALSE,0.25,lead,LiveAction
1284,257,3,Luo Min, Yong Mei,F,alive,hero|neutral,experienced|rational|kind,FALSE,0.15,supporting,LiveAction
1285,257,4,Hacker Boss, Wang Dalu,M,alive,villain,greedy|deceptive|ruthless,FALSE,0.25,villain,LiveAction
1286,258,1,Mia Dolan,Emma Stone,F,alive,hero,ambitious|romantic|creative,TRUE,0.35,lead,LiveAction
1287,258,2,Sebastian Wilder,Ryan Gosling,M,alive,hero|neutral,persistent|passionate|dreamer,FALSE,0.35,lead,LiveAction
1288,258,3,Keith,John Legend,M,alive,hero|neutral,realistic|charismatic|confident,FALSE,0.15,supporting,LiveAction
1289,258,4,Laura,Jessica Rothe,F,alive,hero|neutral,loyal|supportive|friendly,FALSE,0.10,supporting,LiveAction
1290,259,1,Aladdin,Scott Weinger,M,alive,hero,brave|clever|kind,TRUE,0.30,lead,Voice
1291,259,2,Princess Jasmine,Linda Larkin,F,alive,hero|neutral,independent|compassionate|smart,FALSE,0.20,lead,Voice
1292,259,3,Genie,Robin Williams,M,alive,hero|neutral,funny|loyal|energetic,FALSE,0.25,supporting,Voice
1293,259,4,Jafar,Jonathan Freeman,M,dead,villain,ambitious|manipulative|greedy,FALSE,0.20,villain,Voice
1294,259,5,Iago,Gilbert Gottfried,M,alive,villain,sarcastic|clever|loyal,FALSE,0.10,villain,Voice
1295,260,1,Eddie Brock / Venom,Tom Hardy,M,alive,hero|neutral,conflicted|brave|witty,TRUE,0.40,lead,LiveAction
1296,260,2,Anne Weying,Michelle Williams,F,alive,hero|neutral,intelligent|caring|decisive,FALSE,0.20,supporting,LiveAction
1297,260,3,Cletus Kasady / Carnage,Woody Harrelson,M,dead,villain,psychotic|violent|chaotic,FALSE,0.30,villain,LiveAction
1298,260,4,Frances Barrison / Shriek,Naomie Harris,F,dead,villain,unstable|vengeful|loyal,FALSE,0.15,villain,LiveAction
1299,261,1,Dr. Jo Harding,Helen Hunt,F,alive,hero,determined|brave|passionate,TRUE,0.30,lead,LiveAction
1300,261,2,Bill Harding,Bill Paxton,M,alive,hero|neutral,calm|clever|courageous,FALSE,0.30,lead,LiveAction
1301,261,3,Dr. Jonas Miller,Cary Elwes,M,dead,villain,arrogant|ambitious|reckless,FALSE,0.20,villain,LiveAction
1302,261,4,Dusty,Douglas Seale,M,alive,hero|neutral,funny|loyal|friendly,FALSE,0.10,supporting,LiveAction
1303,262,1,Sherlock Holmes,Robert Downey Jr.,M,alive,hero,intelligent|eccentric|brave,TRUE,0.35,lead,LiveAction
1304,262,2,Dr. John Watson,Jude Law,M,alive,hero|neutral,loyal|rational|brave,FALSE,0.25,lead,LiveAction
1305,262,3,Irene Adler,Rachel McAdams,F,alive,hero|neutral,charming|clever|independent,FALSE,0.15,supporting,LiveAction
1306,262,4,Lord Blackwood,Mark Strong,M,dead,villain,manipulative|ruthless|cultic,FALSE,0.20,villain,LiveAction
1307,263,1,Chief Martin Brody,Roy Scheider,M,alive,hero,brave|determined|protective,TRUE,0.35,lead,LiveAction
1308,263,2,Quint,Robert Shaw,M,dead,hero|neutral,tough|experienced|reckless,FALSE,0.25,lead,LiveAction
1309,263,3,Matt Hooper,Richard Dreyfuss,M,alive,hero|neutral,intelligent|curious|fearful,FALSE,0.25,lead,LiveAction
1310,263,4,The Shark,,X,dead,villain,aggressive|relentless|predatory,FALSE,0.15,villain,MotionCapture
1311,264,1,Wreck-It Ralph,John C. Reilly,M,alive,hero,strong|insecure|kind,TRUE,0.35,lead,Voice
1312,264,2,Vanellope von Schweetz,Sarah Silverman,F,alive,hero|neutral,funny|curious|determined,FALSE,0.25,lead,Voice
1313,264,3,Felix,Jack McBrayer,M,alive,hero|neutral,helpful|polite|loyal,FALSE,0.15,supporting,Voice
1314,264,4,Sergeant Calhoun,Jane Lynch,F,alive,hero|neutral,tough|brave|sarcastic,FALSE,0.15,supporting,Voice
1315,264,5,King Candy / Turbo,Alan Tudyk,M,dead,villain,manipulative|greedy|deceptive,FALSE,0.20,villain,Voice
1316,265,1,Hiccup Horrendous Haddock III,Jay Baruchel,M,alive,hero,intelligent|brave|empathetic,TRUE,0.35,lead,Voice
1317,265,2,Astrid Hofferson,America Ferrera,F,alive,hero|neutral,strong|supportive|loyal,FALSE,0.20,supporting,Voice
1318,265,3,Stoick the Vast,Gerard Butler,M,dead,hero|neutral,strict|loving|brave,FALSE,0.20,supporting,Voice
1319,265,4,Toothless,,M,alive,hero|neutral,loyal|brave|protective,FALSE,0.20,supporting,MotionCapture
1320,266,1,Perseus,Sam Worthington,M,alive,hero,brave|determined|moral,TRUE,0.35,lead,LiveAction
1321,266,2,Io,Alexa Davalos,F,alive,hero|neutral,wise|calm|guiding,FALSE,0.20,supporting,LiveAction
1322,266,3,Zeus,Liam Neeson,M,alive,hero|neutral,powerful|protective|stern,FALSE,0.15,supporting,LiveAction
1323,266,4,Hades,Ralph Fiennes,M,alive,villain,vengeful|dark|manipulative,FALSE,0.25,villain,LiveAction
1324,267,1,Yang Rui,Zhang Yi,M,alive,hero,brave|leader|strategic,TRUE,0.30,lead,LiveAction
1325,267,2,Gu Shun,Johnny Huang,M,alive,hero|neutral,skilled|tough|fearless,FALSE,0.25,lead,LiveAction
1326,267,3,Xin Peng,Du Jiang,M,alive,hero|neutral,calm|resilient|brave,FALSE,0.20,supporting,LiveAction
1327,267,4,Enemy Commander,,M,dead,villain,ruthless|cunning|aggressive,FALSE,0.20,villain,LiveAction
1328,268,1,Blu,Jesse Eisenberg,M,alive,hero,anxious|loving|brave,TRUE,0.30,lead,Voice
1329,268,2,Jewel,Anne Hathaway,F,alive,hero|neutral,strong|independent|caring,FALSE,0.25,lead,Voice
1330,268,3,Nigel,Jemaine Clement,M,alive,villain,vengeful|sarcastic|ruthless,FALSE,0.25,villain,Voice
1331,268,4,Rafael,George Lopez,M,alive,hero|neutral,funny|supportive|friendly,FALSE,0.15,supporting,Voice
1332,269,1,Shrek,Mike Myers,M,alive,hero,gruff|kind|funny,TRUE,0.35,lead,Voice
1333,269,2,Donkey,Eddie Murphy,M,alive,hero|neutral,chatty|loyal|funny,FALSE,0.25,lead,Voice
1334,269,3,Princess Fiona,Cameron Diaz,F,alive,hero|neutral,strong|loving|brave,FALSE,0.25,lead,Voice
1335,269,4,Lord Farquaad,John Lithgow,M,dead,villain,arrogant|selfish|petty,FALSE,0.20,villain,Voice
1336,270,1,Robert Langdon,Tom Hanks,M,alive,hero,intelligent|curious|brave,TRUE,0.35,lead,LiveAction
1337,270,2,Vittoria Vetra,Ayelet Zurer,F,alive,hero|neutral,smart|loyal|determined,FALSE,0.25,lead,LiveAction
1338,270,3,Camerlengo Patrick McKenna,Ewan McGregor,M,dead,villain,zealous|charismatic|deceptive,FALSE,0.25,villain,LiveAction
1339,270,4,Commander Richter,Stellan Skarsgård,M,alive,hero|neutral,disciplined|stern|honest,FALSE,0.15,supporting,LiveAction
1340,271,1,Oscar Diggs / Oz,James Franco,M,alive,hero,charming|selfish|clever,TRUE,0.35,lead,LiveAction
1341,271,2,Theodora / Wicked Witch of the West,Mila Kunis,F,alive,villain,jealous|emotional|vengeful,FALSE,0.25,villain,LiveAction
1342,271,3,Glinda the Good Witch,Michelle Williams,F,alive,hero|neutral,kind|wise|brave,FALSE,0.20,lead,LiveAction
1343,271,4,Evanora,Rachel Weisz,F,alive,villain,deceptive|ambitious|manipulative,FALSE,0.15,villain,LiveAction
1344,271,5,Finley,Zach Braff,M,alive,hero|neutral,loyal|funny|supportive,FALSE,0.10,supporting,LiveAction
1345,272,1,Sonic the Hedgehog,Ben Schwartz,M,alive,hero,energetic|brave|funny,TRUE,0.35,lead,LiveAction
1346,272,2,Dr. Robotnik / Eggman,Jim Carrey,M,alive,villain,arrogant|genius|chaotic,FALSE,0.25,villain,LiveAction
1347,272,3,Knuckles the Echidna,Idris Elba,M,alive,hero|neutral,strong|honorable|serious,FALSE,0.20,lead,LiveAction
1348,272,4,Tails,Colleen O'Shaughnessey,F,alive,hero|neutral,intelligent|loyal|optimistic,FALSE,0.15,supporting,LiveAction
1349,272,5,Shadow the Hedgehog,,M,alive,villain,mysterious|powerful|brooding,FALSE,0.15,villain,LiveAction
1350,273,1,Caesar,Andy Serkis,M,dead,hero,wise|brave|compassionate,TRUE,0.35,lead,MotionCapture
1351,273,2,Maurice,Karin Konoval,M,alive,hero|neutral,loyal|intelligent|gentle,FALSE,0.15,supporting,MotionCapture
1352,273,3,Bad Ape,Steve Zahn,M,alive,hero|neutral,naive|funny|kind,FALSE,0.15,supporting,MotionCapture
1353,273,4,Colonel,Woody Harrelson,M,dead,villain,ruthless|fanatic|cold,FALSE,0.25,villain,LiveAction
1354,273,5,Nova,Amiah Miller,F,alive,hero|neutral,innocent|quiet|empathetic,FALSE,0.10,supporting,LiveAction
1355,274,1,Maleficent,Angelina Jolie,F,alive,hero,strong|protective|vengeful,TRUE,0.35,lead,LiveAction
1356,274,2,Aurora,Elle Fanning,F,alive,hero|neutral,kind|innocent|gentle,FALSE,0.25,lead,LiveAction
1357,274,3,Queen Ingrith,Michelle Pfeiffer,F,alive,villain,manipulative|cold|ambitious,FALSE,0.25,villain,LiveAction
1358,274,4,Prince Phillip,Harris Dickinson,M,alive,hero|neutral,loyal|brave|honest,FALSE,0.15,supporting,LiveAction
1359,275,1,Blu,Jesse Eisenberg,M,alive,hero,nervous|loyal|brave,TRUE,0.35,lead,Voice
1360,275,2,Jewel,Anne Hathaway,F,alive,hero|neutral,strong|independent|caring,FALSE,0.25,lead,Voice
1361,275,3,Nigel,Jemaine Clement,M,alive,villain,sarcastic|vengeful|manipulative,FALSE,0.25,villain,Voice
1362,275,4,Rafael,George Lopez,M,alive,hero|neutral,funny|friendly|wise,FALSE,0.15,supporting,Voice
1363,276,1,John Smith,Brad Pitt,M,alive,hero,confident|skilled|sarcastic,TRUE,0.35,lead,LiveAction
1364,276,2,Jane Smith,Angelina Jolie,F,alive,hero|neutral,intelligent|strong|strategic,FALSE,0.35,lead,LiveAction
1365,276,3,Eddie,Adam Brody,M,dead,villain,reckless|ambitious|deceptive,FALSE,0.15,villain,LiveAction
1366,276,4,Boss,Doug Liman,M,alive,hero|neutral,professional|serious|calm,FALSE,0.10,supporting,LiveAction
1367,277,1,Captain John H. Miller,Tom Hanks,M,dead,hero,brave|moral|disciplined,TRUE,0.35,lead,LiveAction
1368,277,2,Private James Francis Ryan,Matt Damon,M,alive,hero|neutral,young|patriotic|innocent,FALSE,0.25,lead,LiveAction
1369,277,3,Sergeant Horvath,Tom Sizemore,M,dead,hero|neutral,loyal|tough|cynical,FALSE,0.20,supporting,LiveAction
1370,277,4,Private Reiben,Edward Burns,M,alive,hero|neutral,brash|loyal|determined,FALSE,0.15,supporting,LiveAction
1371,278,1,Leonardo,Johnny Knoxville,M,alive,hero,disciplined|brave|leader,TRUE,0.30,lead,MotionCapture
1372,278,2,Michelangelo,Noel Fisher,M,alive,hero|neutral,funny|energetic|optimistic,FALSE,0.25,lead,MotionCapture
1373,278,3,Raphael,Alan Ritchson,M,alive,hero|neutral,aggressive|loyal|brave,FALSE,0.20,lead,MotionCapture
1374,278,4,Donatello,Jeremy Howard,M,alive,hero|neutral,intelligent|inventive|calm,FALSE,0.15,supporting,MotionCapture
1375,278,5,Shredder,Tohoru Masamune,M,alive,villain,ruthless|strong|strategic,FALSE,0.20,villain,LiveAction
1376,279,1,Ember Lumen,Leah Lewis,F,alive,hero,passionate|creative|curious,TRUE,0.35,lead,Voice
1377,279,2,Wade Ripple,Mamoudou Athie,M,alive,hero|neutral,empathetic|optimistic|loyal,FALSE,0.30,lead,Voice
1378,279,3,Bernie Lumen,Ronnie del Carmen,M,alive,hero|neutral,traditional|caring|proud,FALSE,0.15,supporting,Voice
1379,279,4,Cinder Lumen,Shila Ommi,F,alive,hero|neutral,warm|supportive|wise,FALSE,0.10,supporting,Voice
1380,280,1,Driss,Omar Sy,M,alive,hero,funny|charismatic|loyal,TRUE,0.40,lead,LiveAction
1381,280,2,Philippe,François Cluzet,M,alive,hero|neutral,wealthy|cynical|compassionate,FALSE,0.40,lead,LiveAction
1382,280,3,Yvonne,Anne Le Ny,F,alive,hero|neutral,organized|loyal|kind,FALSE,0.10,supporting,LiveAction
1383,280,4,Magalie,Audrey Fleurot,F,alive,hero|neutral,flirty|confident|funny,FALSE,0.10,supporting,LiveAction
1384,281,1,Bruce Nolan,Jim Carrey,M,alive,hero,funny|selfish|redeemed,TRUE,0.40,lead,LiveAction
1385,281,2,Grace Connelly,Jennifer Aniston,F,alive,hero|neutral,kind|supportive|patient,FALSE,0.25,supporting,LiveAction
1386,281,3,God,Morgan Freeman,M,alive,hero|neutral,wise|calm|powerful,FALSE,0.20,supporting,LiveAction
1387,281,4,Evan Baxter,Steve Carell,M,alive,hero|neutral,ambitious|competitive|arrogant,FALSE,0.15,supporting,LiveAction
1388,282,1,Puss in Boots,Antonio Banderas,M,alive,hero,brave|charming|reckless,TRUE,0.40,lead,Voice
1389,282,2,Kitty Softpaws,Salma Hayek,F,alive,hero|neutral,clever|loyal|independent,FALSE,0.25,lead,Voice
1390,282,3,Goldilocks,Florence Pugh,F,alive,hero|neutral,fiery|protective|loyal,FALSE,0.15,supporting,Voice
1391,282,4,Baby Bear,Samson Kayo,M,alive,hero|neutral,funny|caring|childish,FALSE,0.10,supporting,Voice
1392,282,5,Big Jack Horner,John Mulaney,M,dead,villain,greedy|arrogant|powerful,FALSE,0.20,villain,Voice
1393,283,1,Achilles,Brad Pitt,M,dead,hero,brave|proud|skilled,TRUE,0.35,lead,LiveAction
1394,283,2,Hector,Eric Bana,M,dead,hero|neutral,loyal|honorable|courageous,FALSE,0.25,lead,LiveAction
1395,283,3,Paris,Orlando Bloom,M,alive,hero|neutral,romantic|reckless|emotional,FALSE,0.20,supporting,LiveAction
1396,283,4,Agamemnon,Brian Cox,M,dead,villain,arrogant|ruthless|ambitious,FALSE,0.15,villain,LiveAction
1397,283,5,Briseis,Rose Byrne,F,alive,hero|neutral,compassionate|strong|kind,FALSE,0.15,supporting,LiveAction
1398,284,1,Luke Skywalker,Mark Hamill,M,alive,hero,brave|idealistic|wise,TRUE,0.35,lead,LiveAction
1399,284,2,Darth Vader,David Prowse|James Earl Jones,M,dead,villain,conflicted|powerful|tragic,FALSE,0.25,villain,LiveAction
1400,284,3,Princess Leia,Carrie Fisher,F,alive,hero|neutral,strong|compassionate|determined,FALSE,0.20,lead,LiveAction
1401,284,4,Han Solo,Harrison Ford,M,alive,hero|neutral,charming|brave|sarcastic,FALSE,0.20,supporting,LiveAction
1402,284,5,Emperor Palpatine,Ian McDiarmid,M,dead,villain,evil|manipulative|ruthless,FALSE,0.20,villain,LiveAction
1403,285,1,Kevin McCallister,Macaulay Culkin,M,alive,hero,clever|resourceful|brave,TRUE,0.40,lead,LiveAction
1404,285,2,Harry Lyme,Joe Pesci,M,alive,villain,greedy|angry|persistent,FALSE,0.25,villain,LiveAction
1405,285,3,Marv Murchins,Daniel Stern,M,alive,villain,dumb|loyal|comic,FALSE,0.25,villain,LiveAction
1406,285,4,Kate McCallister,Catherine O’Hara,F,alive,hero|neutral,loving|worried|determined,FALSE,0.10,supporting,LiveAction
1407,286,1,Scott Lang / Ant-Man,Paul Rudd,M,alive,hero,funny|caring|brave,TRUE,0.35,lead,LiveAction
1408,286,2,Hope van Dyne / Wasp,Evangeline Lilly,F,alive,hero|neutral,intelligent|disciplined|brave,FALSE,0.25,lead,LiveAction
1409,286,3,Cassie Lang,Kathryn Newton,F,alive,hero|neutral,curious|idealistic|brave,FALSE,0.20,supporting,LiveAction
1410,286,4,Kang the Conqueror,Jonathan Majors,M,dead,villain,genius|ruthless|ambitious,FALSE,0.25,villain,LiveAction
1411,287,1,Willy Wonka,Johnny Depp,M,alive,hero|neutral,eccentric|creative|isolated,TRUE,0.40,lead,LiveAction
1412,287,2,Charlie Bucket,Freddie Highmore,M,alive,hero|neutral,kind|humble|innocent,FALSE,0.30,lead,LiveAction
1413,287,3,Grandpa Joe,David Kelly,M,alive,hero|neutral,encouraging|wise|funny,FALSE,0.15,supporting,LiveAction
1414,287,4,Veruca Salt,Julia Winter,F,alive,villain,spoiled|selfish|rude,FALSE,0.10,villain,LiveAction
1415,288,1,Dracula,Adam Sandler,M,alive,hero,protective|funny|strict,TRUE,0.35,lead,Voice
1416,288,2,Mavis,Selena Gomez,F,alive,hero|neutral,loving|independent|kind,FALSE,0.25,supporting,Voice
1417,288,3,Johnny,Andy Samberg,M,alive,hero|neutral,optimistic|friendly|goofy,FALSE,0.20,supporting,Voice
1418,288,4,Frankenstein,Kevin James,M,alive,hero|neutral,funny|gentle|loyal,FALSE,0.15,supporting,Voice
1419,289,1,Ray Gaines,Dwayne Johnson,M,alive,hero,brave|resourceful|strong,TRUE,0.35,lead,LiveAction
1420,289,2,Emma Gaines,Carla Gugino,F,alive,hero|neutral,caring|resilient|brave,FALSE,0.25,lead,LiveAction
1421,289,3,Blake Gaines,Alexandra Daddario,F,alive,hero|neutral,determined|intelligent|courageous,FALSE,0.25,supporting,LiveAction
1422,289,4,Dr. Lawrence Hayes,Paul Giamatti,M,alive,hero|neutral,analytical|intense|focused,FALSE,0.15,supporting,LiveAction
1423,290,1,Eddie Brock / Venom,Tom Hardy,M,alive,hero,brave|sarcastic|protective,TRUE,0.40,lead,LiveAction
1424,290,2,Anne Weying,Michelle Williams,F,alive,hero|neutral,intelligent|compassionate|strong,FALSE,0.25,supporting,LiveAction
1425,290,3,Toxin / Patrick Mulligan,Stephen Graham,M,alive,hero|neutral,determined|aggressive|unstable,FALSE,0.20,lead,LiveAction
1426,290,4,Carnage Remnant,,M,dead,villain,vengeful|chaotic|cruel,FALSE,0.15,villain,LiveAction
1427,291,1,Indiana Jones,Harrison Ford,M,alive,hero,brave|curious|determined,TRUE,0.35,lead,LiveAction
1428,291,2,Henry Jones Sr.,Sean Connery,M,alive,hero|neutral,intelligent|witty|stubborn,FALSE,0.25,lead,LiveAction
1429,291,3,Elsa Schneider,Alison Doody,F,dead,villain,charming|deceptive|ambitious,FALSE,0.20,villain,LiveAction
1430,291,4,Walter Donovan,Julian Glover,M,dead,villain,greedy|ruthless|calculating,FALSE,0.15,villain,LiveAction
1431,291,5,Sallah,John Rhys-Davies,M,alive,hero|neutral,loyal|funny|resourceful,FALSE,0.10,supporting,LiveAction
1432,292,1,Ed Warren,Patrick Wilson,M,alive,hero,brave|compassionate|faithful,TRUE,0.35,lead,LiveAction
1433,292,2,Lorraine Warren,Vera Farmiga,F,alive,hero|neutral,empathetic|spiritual|wise,FALSE,0.35,lead,LiveAction
1434,292,3,Possessed Victim,,unknown,alive,villain,tormented|chaotic|possessed,FALSE,0.20,villain,LiveAction
1435,292,4,Church Official,,M,alive,hero|neutral,stern|devout|rational,FALSE,0.10,supporting,LiveAction
1436,293,1,Bill Denbrough,James McAvoy,M,alive,hero,brave|guilt-ridden|leader,TRUE,0.25,lead,LiveAction
1437,293,2,Beverly Marsh,Jessica Chastain,F,alive,hero|neutral,strong|kind|courageous,FALSE,0.20,lead,LiveAction
1438,293,3,Richie Tozier,Bill Hader,M,alive,hero|neutral,funny|loyal|vulnerable,FALSE,0.20,lead,LiveAction
1439,293,4,Eddie Kaspbrak,James Ransone,M,dead,hero|neutral,anxious|brave|loyal,FALSE,0.15,supporting,LiveAction
1440,293,5,Pennywise the Dancing Clown,Bill Skarsgård,M,dead,villain,cruel|manipulative|sadistic,FALSE,0.30,villain,LiveAction
1441,294,1,Caesar,Andy Serkis,M,alive,hero,intelligent|brave|empathetic,TRUE,0.35,lead,MotionCapture
1442,294,2,Will Rodman,James Franco,M,alive,hero|neutral,kind|idealistic|determined,FALSE,0.30,lead,LiveAction
1443,294,3,Charles Rodman,John Lithgow,M,dead,hero|neutral,wise|caring|fragile,FALSE,0.15,supporting,LiveAction
1444,294,4,Dodge Landon,Tom Felton,M,dead,villain,cruel|arrogant|abusive,FALSE,0.20,villain,LiveAction
1445,295,1,Godzilla,,X,alive,hero,strong|ancient|powerful,TRUE,0.30,lead,MotionCapture
1446,295,2,Kong,,M,alive,hero|neutral,brave|instinctive|protective,FALSE,0.30,lead,MotionCapture
1447,295,3,Madison Russell,Millie Bobby Brown,F,alive,hero|neutral,brave|loyal|inquisitive,FALSE,0.20,supporting,LiveAction
1448,295,4,Nathan Lind,Alexander Skarsgård,M,alive,hero|neutral,curious|determined|caring,FALSE,0.15,supporting,LiveAction
1449,295,5,Mechagodzilla,,X,dead,villain,mechanical|ruthless|powerful,FALSE,0.25,villain,MotionCapture
1450,296,1,Emmet Brickowski,Chris Pratt,M,alive,hero,optimistic|creative|naive,TRUE,0.35,lead,Voice
1451,296,2,Wyldstyle / Lucy,Elizabeth Banks,F,alive,hero|neutral,strong|intelligent|rebellious,FALSE,0.25,lead,Voice
1452,296,3,Batman,Will Arnett,M,alive,hero|neutral,arrogant|cool|confident,FALSE,0.20,supporting,Voice
1453,296,4,Lord Business,Will Ferrell,M,alive,villain,strict|controlling|ambitious,FALSE,0.20,villain,Voice
1454,297,1,James T. Kirk,Chris Pine,M,alive,hero,brave|confident|impulsive,TRUE,0.35,lead,LiveAction
1455,297,2,Spock,Zachary Quinto,M,alive,hero|neutral,logical|disciplined|calm,FALSE,0.25,lead,LiveAction
1456,297,3,John Harrison / Khan,Benedict Cumberbatch,M,alive,villain,intelligent|ruthless|vengeful,FALSE,0.25,villain,LiveAction
1457,297,4,Uhura,Zoe Saldana,F,alive,hero|neutral,loyal|brave|caring,FALSE,0.15,supporting,LiveAction
1458,298,1,Neo,Keanu Reeves,M,alive,hero,curious|determined|brave,TRUE,0.35,lead,LiveAction
1459,298,2,Morpheus,Laurence Fishburne,M,alive,hero|neutral,wise|devoted|calm,FALSE,0.25,lead,LiveAction
1460,298,3,Trinity,Carrie-Anne Moss,F,alive,hero|neutral,strong|loyal|loving,FALSE,0.25,lead,LiveAction
1461,298,4,Agent Smith,Hugo Weaving,M,dead,villain,cold|calculating|relentless,FALSE,0.25,villain,LiveAction
1462,299,1,Phil Wenneck,Bradley Cooper,M,alive,hero,confident|reckless|funny,TRUE,0.30,lead,LiveAction
1463,299,2,Stu Price,Ed Helms,M,alive,hero|neutral,anxious|loyal|awkward,FALSE,0.30,lead,LiveAction
1464,299,3,Alan Garner,Zach Galifianakis,M,alive,hero|neutral,odd|childish|loyal,FALSE,0.25,lead,LiveAction
1465,299,4,Doug Billings,Justin Bartha,M,alive,hero|neutral,absent|calm|friendly,FALSE,0.10,supporting,LiveAction
1466,299,5,Mr. Chow,Ken Jeong,M,alive,villain,crazy|chaotic|unpredictable,FALSE,0.20,villain,LiveAction
1467,300,1,Charlie Watson,Hailee Steinfeld,F,alive,hero,curious|brave|lonely,TRUE,0.35,lead,LiveAction
1468,300,2,Bumblebee,,M,alive,hero|neutral,loyal|gentle|protective,FALSE,0.35,lead,MotionCapture
1469,300,3,Jack Burns,John Cena,M,alive,hero|neutral,disciplined|determined|rigid,FALSE,0.20,supporting,LiveAction
1470,300,4,Dropkick,,M,dead,villain,aggressive|cruel|intelligent,FALSE,0.20,villain,MotionCapture
1471,300,5,Shatter,,F,dead,villain,cunning|strategic|ruthless,FALSE,0.20,villain,MotionCapture
