crew_id,film_id,person_name,job_title,department,award_won_for_film
1896,243,James L. Brooks,Writer,Writing,FALSE
1897,243,Matt Groening,Writer,Writing,FALSE
1898,243,Al Jean,Producer,Production,FALSE
1899,243,Hans Zimmer,Composer,Sound,FALSE
1900,243,Matthew Faughnan,Cinematographer,Camera,FALSE
1901,243,John Carnochan,Editor,Editing,FALSE
1902,243,Rick Heinrichs,Production Designer,Art,FALSE

1903,244,Stephen Chow,Director,Directing,TRUE
1904,244,Stephen Chow,Writer,Writing,TRUE
1905,244,Stephen Chow,Producer,Production,TRUE
1906,244,Raymond Wong,Composer,Sound,FALSE
1907,244,Choi Sung-fai,Cinematographer,Camera,FALSE
1908,244,Pau Pui-ho,Editor,Editing,FALSE
1909,244,Bill Lui,Production Designer,Art,FALSE

1910,245,Matt Shakman,Director,Directing,FALSE
1911,245,Josh Friedman,Writer,Writing,FALSE
1912,245,Kevin Feige,Producer,Production,FALSE
1913,245,John Paesano,Composer,Sound,FALSE
1914,245,John Schwartzman,Cinematographer,Camera,FALSE
1915,245,Jeffrey Ford,Editor,Editing,FALSE
1916,245,Charles Wood,Production Designer,Art,FALSE
1917,245,Stephane Ceretti,Visual Effects Supervisor,VisualEffects,FALSE

1918,246,Dean DeBlois,Director,Directing,TRUE
1919,246,Dean DeBlois,Writer,Writing,TRUE
1920,246,Bonnie Arnold,Producer,Production,TRUE
1921,246,John Powell,Composer,Sound,TRUE
1922,246,Simon Otto,Cinematographer,Camera,FALSE
1923,246,John K. Carr,Editor,Editing,TRUE
1924,246,Pierre-Olivier Vincent,Production Designer,Art,TRUE

1925,247,Jennifer Yuh Nelson,Director,Directing,FALSE
1926,247,Alessandro Carloni,Co-Director,Directing,FALSE
1927,247,Jonathan Aibel,Writer,Writing,FALSE
1928,247,Glenn Berger,Writer,Writing,FALSE
1929,247,Melissa Cobb,Producer,Production,FALSE
1930,247,Hans Zimmer,Composer,Sound,FALSE
1931,247,Yong Duk Jhun,Cinematographer,Camera,FALSE
1932,247,Clare Knight,Editor,Editing,FALSE

1933,248,Peyton Reed,Director,Directing,FALSE
1934,248,Edgar Wright,Writer,Writing,FALSE
1935,248,Joe Cornish,Writer,Writing,FALSE
1936,248,Kevin Feige,Producer,Production,FALSE
1937,248,Christophe Beck,Composer,Sound,FALSE
1938,248,Russell Carpenter,Cinematographer,Camera,FALSE
1939,248,Dan Lebental,Editor,Editing,FALSE
1940,248,Shepherd Frankel,Production Designer,Art,FALSE

1941,249,Jerry Zucker,Director,Directing,TRUE
1942,249,Bruce Joel Rubin,Writer,Writing,TRUE
1943,249,Lisa Weinstein,Producer,Production,TRUE
1944,249,Maurice Jarre,Composer,Sound,TRUE
1945,249,Adam Greenberg,Cinematographer,Camera,TRUE
1946,249,Walter Murch,Editor,Editing,TRUE
1947,249,Jane Musky,Production Designer,Art,TRUE

1948,250,Frant Gwo,Director,Directing,TRUE
1949,250,Gong Geer,Writer,Writing,FALSE
1950,250,Liu Cixin,Writer,Writing,FALSE
1951,250,Guo Fan,Producer,Production,TRUE
1952,250,Rock Chen,Composer,Sound,FALSE
1953,250,Michael Liu,Cinematographer,Camera,FALSE
1954,250,Wang Hongyu,Editor,Editing,FALSE
1955,250,Han Qing,Production Designer,Art,FALSE
1956,251,Jay Roach,Director,Directing,FALSE
1957,251,John Hamburg,Writer,Writing,FALSE
1958,251,Jane Rosenthal,Producer,Production,FALSE
1959,251,Randy Newman,Composer,Sound,FALSE
1960,251,John Schwartzman,Cinematographer,Camera,FALSE
1961,251,Jon Poll,Editor,Editing,FALSE
1962,251,Rusty Smith,Production Designer,Art,FALSE

1963,252,Chen Kaige,Director,Directing,TRUE
1964,252,Tsui Hark,Director,Directing,TRUE
1965,252,Dante Lam,Director,Directing,TRUE
1966,252,Guo Fan,Producer,Production,TRUE
1967,252,Shen Jun,Composer,Sound,FALSE
1968,252,Lau Wai-keung,Cinematographer,Camera,FALSE
1969,252,Yu Baiyang,Editor,Editing,FALSE
1970,252,Han Zhong,Production Designer,Art,FALSE

1971,253,James Cameron,Director,Directing,TRUE
1972,253,James Cameron,Writer,Writing,TRUE
1973,253,Gale Anne Hurd,Producer,Production,TRUE
1974,253,Brad Fiedel,Composer,Sound,FALSE
1975,253,Adam Greenberg,Cinematographer,Camera,TRUE
1976,253,Conrad Buff,Editor,Editing,TRUE
1977,253,Joseph C. Nemec III,Production Designer,Art,TRUE
1978,253,Dennis Muren,Visual Effects Supervisor,VisualEffects,TRUE

1979,254,Scott Mosier,Director,Directing,FALSE
1980,254,Yarrow Cheney,Director,Directing,FALSE
1981,254,Michael LeSieur,Writer,Writing,FALSE
1982,254,Chris Meledandri,Producer,Production,FALSE
1983,254,Danny Elfman,Composer,Sound,FALSE
1984,254,Thierry Guillot,Cinematographer,Camera,FALSE
1985,254,Ken Schretzmann,Editor,Editing,FALSE
1986,254,Colin Stimpson,Production Designer,Art,FALSE

1987,255,Haruo Sotozaki,Director,Directing,TRUE
1988,255,Koyoharu Gotouge,Writer,Writing,TRUE
1989,255,Yuki Kajiura,Composer,Sound,TRUE
1990,255,Akifumi Fujio,Producer,Production,TRUE
1991,255,Ufotable,Visual Effects Supervisor,VisualEffects,TRUE

1992,256,John Lasseter,Director,Directing,TRUE
1993,256,Ash Brannon,Co-Director,Directing,TRUE
1994,256,Andrew Stanton,Writer,Writing,TRUE
1995,256,Helene Plotkin,Producer,Production,TRUE
1996,256,Randy Newman,Composer,Sound,TRUE
1997,256,Sharon Calahan,Cinematographer,Camera,FALSE
1998,256,Lee Unkrich,Editor,Editing,TRUE
1999,256,Ralph Eggleston,Production Designer,Art,TRUE

2000,257,Shen Ao,Director,Directing,TRUE
2001,257,Guo Fan,Producer,Production,TRUE
2002,257,Shen Ao,Writer,Writing,TRUE
2003,257,Li Xiaodong,Composer,Sound,FALSE
2004,257,Chen Zhang,Editor,Editing,FALSE
2005,257,Yu Bing,Production Designer,Art,FALSE

2006,258,Damien Chazelle,Director,Directing,TRUE
2007,258,Damien Chazelle,Writer,Writing,TRUE
2008,258,Fred Berger,Producer,Production,TRUE
2009,258,Justin Hurwitz,Composer,Sound,TRUE
2010,258,Linus Sandgren,Cinematographer,Camera,TRUE
2011,258,Tom Cross,Editor,Editing,TRUE
2012,258,David Wasco,Production Designer,Art,TRUE

2013,259,Ron Clements,Director,Directing,TRUE
2014,259,John Musker,Director,Directing,TRUE
2015,259,Ted Elliott,Writer,Writing,TRUE
2016,259,John Musker,Writer,Writing,TRUE
2017,259,Alan Menken,Composer,Sound,TRUE
2018,259,Mark Henn,Cinematographer,Camera,FALSE
2019,259,Hildy Parks,Editor,Editing,FALSE
2020,259,Richard Vander Wende,Production Designer,Art,TRUE

2021,260,Andy Serkis,Director,Directing,FALSE
2022,260,Kelly Marcel,Writer,Writing,FALSE
2023,260,Avi Arad,Producer,Production,FALSE
2024,260,Marco Beltrami,Composer,Sound,FALSE
2025,260,Robert Richardson,Cinematographer,Camera,FALSE
2026,260,Maryann Brandon,Editor,Editing,FALSE
2027,260,Oliver Scholl,Production Designer,Art,FALSE

2028,261,Jan de Bont,Director,Directing,FALSE
2029,261,Michael Crichton,Writer,Writing,FALSE
2030,261,Kathleen Kennedy,Producer,Production,FALSE
2031,261,Mark Mancina,Composer,Sound,FALSE
2032,261,Jack N. Green,Cinematographer,Camera,FALSE
2033,261,Michael Kahn,Editor,Editing,FALSE
2034,261,Joseph C. Nemec III,Production Designer,Art,FALSE
2035,261,Stefen Fangmeier,Visual Effects Supervisor,VisualEffects,FALSE

2036,262,Guy Ritchie,Director,Directing,FALSE
2037,262,Michael Robert Johnson,Writer,Writing,FALSE
2038,262,Lionel Wigram,Producer,Production,FALSE
2039,262,Hans Zimmer,Composer,Sound,FALSE
2040,262,Philippe Rousselot,Cinematographer,Camera,FALSE
2041,262,James Herbert,Editor,Editing,FALSE
2042,262,Sarah Greenwood,Production Designer,Art,FALSE

2043,263,Steven Spielberg,Director,Directing,TRUE
2044,263,Peter Benchley,Writer,Writing,TRUE
2045,263,Carl Gottlieb,Writer,Writing,TRUE
2046,263,Richard D. Zanuck,Producer,Production,TRUE
2047,263,John Williams,Composer,Sound,TRUE
2048,263,Bill Butler,Cinematographer,Camera,TRUE
2049,263,Verna Fields,Editor,Editing,TRUE
2050,263,Joe Alves,Production Designer,Art,TRUE

2051,264,Rich Moore,Director,Directing,TRUE
2052,264,Phil Johnston,Writer,Writing,TRUE
2053,264,Jennifer Lee,Writer,Writing,TRUE
2054,264,Clark Spencer,Producer,Production,TRUE
2055,264,Henry Jackman,Composer,Sound,TRUE
2056,264,Rob Dressel,Cinematographer,Camera,FALSE
2057,264,Jeremy Milton,Editor,Editing,TRUE
2058,264,Mike Gabriel,Production Designer,Art,TRUE

2059,265,Chris Sanders,Director,Directing,TRUE
2060,265,Dean DeBlois,Director,Directing,TRUE
2061,265,William Davies,Writer,Writing,TRUE
2062,265,Bonnie Arnold,Producer,Production,TRUE
2063,265,John Powell,Composer,Sound,TRUE
2064,265,Simon Otto,Cinematographer,Camera,FALSE
2065,265,Darren Holmes,Editor,Editing,TRUE
2066,265,Pierre-Olivier Vincent,Production Designer,Art,TRUE

2067,266,Louis Leterrier,Director,Directing,FALSE
2068,266,Travis Beacham,Writer,Writing,FALSE
2069,266,Basil Iwanyk,Producer,Production,FALSE
2070,266,Ramin Djawadi,Composer,Sound,FALSE
2071,266,Peter Menzies Jr.,Cinematographer,Camera,FALSE
2072,266,Martin Walsh,Editor,Editing,FALSE
2073,266,Martin Laing,Production Designer,Art,FALSE

2074,267,Dante Lam,Director,Directing,TRUE
2075,267,Ma Wei,Writer,Writing,FALSE
2076,267,Albert Yeung,Producer,Production,TRUE
2077,267,Elliot Leung,Composer,Sound,FALSE
2078,267,Ng Man-Ching,Cinematographer,Camera,FALSE
2079,267,Cheng Siu-Hung,Editor,Editing,FALSE
2080,267,Billy Li,Production Designer,Art,FALSE

2081,268,Carlos Saldanha,Director,Directing,FALSE
2082,268,Don Rhymer,Writer,Writing,FALSE
2083,268,Bruce Anderson,Producer,Production,FALSE
2084,268,John Powell,Composer,Sound,FALSE
2085,268,Renato Falcão,Cinematographer,Camera,FALSE
2086,268,Greg Perler,Editor,Editing,FALSE
2087,268,Thomas Cardone,Production Designer,Art,FALSE

2088,269,Andrew Adamson,Director,Directing,TRUE
2089,269,Vicky Jenson,Director,Directing,TRUE
2090,269,Ted Elliott,Writer,Writing,TRUE
2091,269,Terry Rossio,Writer,Writing,TRUE
2092,269,Aron Warner,Producer,Production,TRUE
2093,269,Harry Gregson-Williams,Composer,Sound,TRUE
2094,269,David Gilson,Cinematographer,Camera,FALSE
2095,269,Sim Evan-Jones,Editor,Editing,TRUE
2096,269,James Hegedus,Production Designer,Art,TRUE

2097,270,Ron Howard,Director,Directing,FALSE
2098,270,David Koepp,Writer,Writing,FALSE
2099,270,Brian Grazer,Producer,Production,FALSE
2100,270,Hans Zimmer,Composer,Sound,FALSE
2101,270,Salvatore Totino,Cinematographer,Camera,FALSE
2102,270,Daniel P. Hanley,Editor,Editing,FALSE
2103,270,Allan Cameron,Production Designer,Art,FALSE
2104,271,Sam Raimi,Director,Directing,FALSE
2105,271,Mitchell Kapner,Writer,Writing,FALSE
2106,271,David Lindsay-Abaire,Writer,Writing,FALSE
2107,271,Joe Roth,Producer,Production,FALSE
2108,271,Danny Elfman,Composer,Sound,FALSE
2109,271,Peter Deming,Cinematographer,Camera,FALSE
2110,271,Bob Murawski,Editor,Editing,FALSE
2111,271,Robert Stromberg,Production Designer,Art,FALSE

2112,272,Jeff Fowler,Director,Directing,FALSE
2113,272,Pat Casey,Writer,Writing,FALSE
2114,272,Josh Miller,Writer,Writing,FALSE
2115,272,Toby Ascher,Producer,Production,FALSE
2116,272,Tom Holkenborg,Composer,Sound,FALSE
2117,272,Stephen F. Windon,Cinematographer,Camera,FALSE
2118,272,Stacey Schroeder,Editor,Editing,FALSE
2119,272,Oliver Scholl,Production Designer,Art,FALSE

2120,273,Matt Reeves,Director,Directing,TRUE
2121,273,Mark Bomback,Writer,Writing,TRUE
2122,273,Dylan Clark,Producer,Production,TRUE
2123,273,Michael Giacchino,Composer,Sound,TRUE
2124,273,Michael Seresin,Cinematographer,Camera,TRUE
2125,273,William Hoy,Editor,Editing,TRUE
2126,273,James Chinlund,Production Designer,Art,TRUE
2127,273,Joe Letteri,Visual Effects Supervisor,VisualEffects,TRUE

2128,274,Joachim Rønning,Director,Directing,FALSE
2129,274,Linda Woolverton,Writer,Writing,FALSE
2130,274,Joe Roth,Producer,Production,FALSE
2131,274,Geoff Zanelli,Composer,Sound,FALSE
2132,274,Henry Braham,Cinematographer,Camera,FALSE
2133,274,Laura Jennings,Editor,Editing,FALSE
2134,274,Patrick Tatopoulos,Production Designer,Art,FALSE

2135,275,Carlos Saldanha,Director,Directing,FALSE
2136,275,Don Rhymer,Writer,Writing,FALSE
2137,275,Bruce Anderson,Producer,Production,FALSE
2138,275,John Powell,Composer,Sound,FALSE
2139,275,Renato Falcão,Cinematographer,Camera,FALSE
2140,275,Harry Hitner,Editor,Editing,FALSE
2141,275,Thomas Cardone,Production Designer,Art,FALSE

2142,276,Doug Liman,Director,Directing,FALSE
2143,276,Simon Kinberg,Writer,Writing,FALSE
2144,276,Akiva Goldsman,Producer,Production,FALSE
2145,276,John Powell,Composer,Sound,FALSE
2146,276,Bojan Bazelli,Cinematographer,Camera,FALSE
2147,276,Michael Tronick,Editor,Editing,FALSE
2148,276,Jeff Mann,Production Designer,Art,FALSE

2149,277,Steven Spielberg,Director,Directing,TRUE
2150,277,Robert Rodat,Writer,Writing,TRUE
2151,277,Ian Bryce,Producer,Production,TRUE
2152,277,John Williams,Composer,Sound,TRUE
2153,277,Janusz Kamiński,Cinematographer,Camera,TRUE
2154,277,Michael Kahn,Editor,Editing,TRUE
2155,277,Thomas E. Sanders,Production Designer,Art,TRUE

2156,278,Jonathan Liebesman,Director,Directing,FALSE
2157,278,Josh Appelbaum,Writer,Writing,FALSE
2158,278,Andrew Form,Producer,Production,FALSE
2159,278,Brian Tyler,Composer,Sound,FALSE
2160,278,Lula Carvalho,Cinematographer,Camera,FALSE
2161,278,Joel Negron,Editor,Editing,FALSE
2162,278,Neil Spisak,Production Designer,Art,FALSE

2163,279,Peter Sohn,Director,Directing,FALSE
2164,279,John Hoberg,Writer,Writing,FALSE
2165,279,Denise Ream,Producer,Production,FALSE
2166,279,Thomas Newman,Composer,Sound,FALSE
2167,279,David Bianchi,Cinematographer,Camera,FALSE
2168,279,Steve Bloom,Editor,Editing,FALSE
2169,279,Don Shank,Production Designer,Art,FALSE

2170,280,Olivier Nakache,Director,Directing,FALSE
2171,280,Éric Toledano,Director,Directing,FALSE
2172,280,Olivier Nakache,Writer,Writing,FALSE
2173,280,Éric Toledano,Writer,Writing,FALSE
2174,280,Nicolas Duval Adassovsky,Producer,Production,FALSE
2175,280,Ludovico Einaudi,Composer,Sound,FALSE
2176,280,Mathieu Vadepied,Cinematographer,Camera,FALSE
2177,280,Loïc Lallemand,Editor,Editing,FALSE

2178,281,Tom Shadyac,Director,Directing,FALSE
2179,281,Steve Koren,Writer,Writing,FALSE
2180,281,James D. Brubaker,Producer,Production,FALSE
2181,281,John Debney,Composer,Sound,FALSE
2182,281,Dean Semler,Cinematographer,Camera,FALSE
2183,281,Scott Hill,Editor,Editing,FALSE
2184,281,Ed Verreaux,Production Designer,Art,FALSE

2185,282,Joel Crawford,Director,Directing,TRUE
2186,282,Paul Fisher,Writer,Writing,TRUE
2187,282,Mark Swift,Producer,Production,TRUE
2188,282,Heitor Pereira,Composer,Sound,TRUE
2189,282,Santiago Montiel,Cinematographer,Camera,FALSE
2190,282,James Ryan,Editor,Editing,TRUE
2191,282,Nate Wragg,Production Designer,Art,TRUE

2192,283,Wolfgang Petersen,Director,Directing,FALSE
2193,283,David Benioff,Writer,Writing,FALSE
2194,283,Diana Rathbun,Producer,Production,FALSE
2195,283,James Horner,Composer,Sound,FALSE
2196,283,Roger Pratt,Cinematographer,Camera,FALSE
2197,283,Peter Honess,Editor,Editing,FALSE
2198,283,Nigel Phelps,Production Designer,Art,FALSE

2199,284,Richard Marquand,Director,Directing,TRUE
2200,284,Lawrence Kasdan,Writer,Writing,TRUE
2201,284,George Lucas,Writer,Writing,TRUE
2202,284,Howard Kazanjian,Producer,Production,TRUE
2203,284,John Williams,Composer,Sound,TRUE
2204,284,Alan Hume,Cinematographer,Camera,TRUE
2205,284,Sean Barton,Editor,Editing,TRUE
2206,284,Norman Reynolds,Production Designer,Art,TRUE
2207,284,Richard Edlund,Visual Effects Supervisor,VisualEffects,TRUE

2208,285,Chris Columbus,Director,Directing,FALSE
2209,285,John Hughes,Writer,Writing,FALSE
2210,285,John Hughes,Producer,Production,FALSE
2211,285,John Williams,Composer,Sound,FALSE
2212,285,Julio Macat,Cinematographer,Camera,FALSE
2213,285,Raja Gosnell,Editor,Editing,FALSE
2214,285,John Muto,Production Designer,Art,FALSE

2215,286,Peyton Reed,Director,Directing,FALSE
2216,286,Jeff Loveness,Writer,Writing,FALSE
2217,286,Kevin Feige,Producer,Production,FALSE
2218,286,Christophe Beck,Composer,Sound,FALSE
2219,286,Bill Pope,Cinematographer,Camera,FALSE
2220,286,Adam Gerstel,Editor,Editing,FALSE
2221,286,Will Htay,Production Designer,Art,FALSE

2222,287,Tim Burton,Director,Directing,FALSE
2223,287,John August,Writer,Writing,FALSE
2224,287,Richard D. Zanuck,Producer,Production,FALSE
2225,287,Danny Elfman,Composer,Sound,FALSE
2226,287,Philippe Rousselot,Cinematographer,Camera,FALSE
2227,287,Chris Lebenzon,Editor,Editing,FALSE
2228,287,Alex McDowell,Production Designer,Art,FALSE

2229,288,Genndy Tartakovsky,Director,Directing,FALSE
2230,288,Robert Smigel,Writer,Writing,FALSE
2231,288,Michelle Murdocca,Producer,Production,FALSE
2232,288,Mark Mothersbaugh,Composer,Sound,FALSE
2233,288,Allen Simpson,Cinematographer,Camera,FALSE
2234,288,Joyce Arrastia,Editor,Editing,FALSE
2235,288,Scott Wills,Production Designer,Art,FALSE

2236,289,Brad Peyton,Director,Directing,FALSE
2237,289,Carlton Cuse,Writer,Writing,FALSE
2238,289,Beau Flynn,Producer,Production,FALSE
2239,289,Andrew Lockington,Composer,Sound,FALSE
2240,289,Steve Yedlin,Cinematographer,Camera,FALSE
2241,289,Bob Ducsay,Editor,Editing,FALSE
2242,289,Barry Chusid,Production Designer,Art,FALSE

2243,290,Kelly Marcel,Director,Directing,FALSE
2244,290,Kelly Marcel,Writer,Writing,FALSE
2245,290,Avi Arad,Producer,Production,FALSE
2246,290,Marco Beltrami,Composer,Sound,FALSE
2247,290,Robert Richardson,Cinematographer,Camera,FALSE
2248,290,Maryann Brandon,Editor,Editing,FALSE
2249,290,Oliver Scholl,Production Designer,Art,FALSE
2250,291,Steven Spielberg,Director,Directing,TRUE
2251,291,George Lucas,Writer,Writing,TRUE
2252,291,Jeffrey Boam,Writer,Writing,TRUE
2253,291,Frank Marshall,Producer,Production,TRUE
2254,291,John Williams,Composer,Sound,TRUE
2255,291,Douglas Slocombe,Cinematographer,Camera,TRUE
2256,291,Michael Kahn,Editor,Editing,TRUE
2257,291,Elliot Scott,Production Designer,Art,TRUE

2258,292,Michael Chaves,Director,Directing,FALSE
2259,292,David Leslie Johnson-McGoldrick,Writer,Writing,FALSE
2260,292,James Wan,Producer,Production,FALSE
2261,292,Joseph Bishara,Composer,Sound,FALSE
2262,292,Tristan Nyby,Cinematographer,Camera,FALSE
2263,292,Peter Gvozdas,Editor,Editing,FALSE
2264,292,Jennifer Spence,Production Designer,Art,FALSE

2265,293,Andy Muschietti,Director,Directing,FALSE
2266,293,Gary Dauberman,Writer,Writing,FALSE
2267,293,Barbara Muschietti,Producer,Production,FALSE
2268,293,Benjamin Wallfisch,Composer,Sound,FALSE
2269,293,Checco Varese,Cinematographer,Camera,FALSE
2270,293,Jason Ballantine,Editor,Editing,FALSE
2271,293,Paul D. Austerberry,Production Designer,Art,FALSE

2272,294,Rupert Wyatt,Director,Directing,FALSE
2273,294,Rick Jaffa,Writer,Writing,FALSE
2274,294,Amanda Silver,Writer,Writing,FALSE
2275,294,Peter Chernin,Producer,Production,FALSE
2276,294,Patrick Doyle,Composer,Sound,FALSE
2277,294,Andrew Lesnie,Cinematographer,Camera,FALSE
2278,294,Conrad Buff,Editor,Editing,FALSE
2279,294,Claude Paré,Production Designer,Art,FALSE

2280,295,Adam Wingard,Director,Directing,FALSE
2281,295,Eric Pearson,Writer,Writing,FALSE
2282,295,Max Borenstein,Writer,Writing,FALSE
2283,295,Thomas Tull,Producer,Production,FALSE
2284,295,Junkie XL,Composer,Sound,FALSE
2285,295,Ben Seresin,Cinematographer,Camera,FALSE
2286,295,Josh Schaeffer,Editor,Editing,FALSE
2287,295,Owen Paterson,Production Designer,Art,FALSE

2288,296,Phil Lord,Director,Directing,TRUE
2289,296,Christopher Miller,Director,Directing,TRUE
2290,296,Phil Lord,Writer,Writing,TRUE
2291,296,Dan Lin,Producer,Production,TRUE
2292,296,Mark Mothersbaugh,Composer,Sound,TRUE
2293,296,Pablo Plaisted,Cinematographer,Camera,FALSE
2294,296,David Burrows,Editor,Editing,TRUE
2295,296,Grant Freckelton,Production Designer,Art,TRUE

2296,297,J.J. Abrams,Director,Directing,FALSE
2297,297,Roberto Orci,Writer,Writing,FALSE
2298,297,Alex Kurtzman,Writer,Writing,FALSE
2299,297,Bryan Burk,Producer,Production,FALSE
2300,297,Michael Giacchino,Composer,Sound,FALSE
2301,297,Dan Mindel,Cinematographer,Camera,FALSE
2302,297,Mary Jo Markey,Editor,Editing,FALSE
2303,297,Scott Chambliss,Production Designer,Art,FALSE

2304,298,Lana Wachowski,Director,Directing,TRUE
2305,298,Lilly Wachowski,Director,Directing,TRUE
2306,298,Lilly Wachowski,Writer,Writing,TRUE
2307,298,Joel Silver,Producer,Production,TRUE
2308,298,Don Davis,Composer,Sound,TRUE
2309,298,Bill Pope,Cinematographer,Camera,TRUE
2310,298,Zach Staenberg,Editor,Editing,TRUE
2311,298,Owen Paterson,Production Designer,Art,TRUE
2312,298,John Gaeta,Visual Effects Supervisor,VisualEffects,TRUE

2313,299,Todd Phillips,Director,Directing,TRUE
2314,299,Jon Lucas,Writer,Writing,TRUE
2315,299,Scott Moore,Writer,Writing,TRUE
2316,299,Dan Goldberg,Producer,Production,TRUE
2317,299,Christophe Beck,Composer,Sound,FALSE
2318,299,Lawrence Sher,Cinematographer,Camera,FALSE
2319,299,Debra Neil-Fisher,Editor,Editing,FALSE
2320,299,Bill Brzeski,Production Designer,Art,FALSE

2321,300,Travis Knight,Director,Directing,FALSE
2322,300,Christina Hodson,Writer,Writing,FALSE
2323,300,Lorenzo di Bonaventura,Producer,Production,FALSE
2324,300,Dario Marianelli,Composer,Sound,FALSE
2325,300,Enrique Chediak,Cinematographer,Camera,FALSE
2326,300,Paul Rubell,Editor,Editing,FALSE
2327,300,Sean Haworth,Production Designer,Art,FALSE

2328,301,John Lasseter,Director,Directing,TRUE
2329,301,Joe Ranft,Writer,Writing,TRUE
2330,301,Bob Peterson,Writer,Writing,TRUE
2331,301,Darla K. Anderson,Producer,Production,TRUE
2332,301,Randy Newman,Composer,Sound,TRUE
2333,301,Jeremy Lasky,Cinematographer,Camera,FALSE
2334,301,Ken Schretzmann,Editor,Editing,TRUE
2335,301,Bob Pauley,Production Designer,Art,TRUE

2336,302,Ridley Scott,Director,Directing,FALSE
2337,302,David Scarpa,Writer,Writing,FALSE
2338,302,Michael Pruss,Producer,Production,FALSE
2339,302,Hans Zimmer,Composer,Sound,FALSE
2340,302,Dariusz Wolski,Cinematographer,Camera,FALSE
2341,302,Claire Simpson,Editor,Editing,FALSE
2342,302,Arthur Max,Production Designer,Art,FALSE

2343,303,Zhang Chiyu,Director,Directing,FALSE
2344,303,Zhang Chiyu,Writer,Writing,FALSE
2345,303,Guo Fan,Producer,Production,FALSE
2346,303,Li Haoran,Composer,Sound,FALSE
2347,303,Xu Zhiyu,Cinematographer,Camera,FALSE
2348,303,Chen Yong,Editor,Editing,FALSE
2349,303,Han Zhong,Production Designer,Art,FALSE

2350,304,Brett Ratner,Director,Directing,FALSE
2351,304,Simon Kinberg,Writer,Writing,FALSE
2352,304,Lauren Shuler Donner,Producer,Production,FALSE
2353,304,John Powell,Composer,Sound,FALSE
2354,304,Dante Spinotti,Cinematographer,Camera,FALSE
2355,304,Mark Helfrich,Editor,Editing,FALSE
2356,304,Ed Verreaux,Production Designer,Art,FALSE

2357,305,Brian De Palma,Director,Directing,FALSE
2358,305,David Koepp,Writer,Writing,FALSE
2359,305,Tom Cruise,Producer,Production,FALSE
2360,305,Danny Elfman,Composer,Sound,FALSE
2361,305,Stephen H. Burum,Cinematographer,Camera,FALSE
2362,305,Paul Hirsch,Editor,Editing,FALSE
2363,305,Norman Reynolds,Production Designer,Art,FALSE

2364,306,Luc Besson,Director,Directing,FALSE
2365,306,Luc Besson,Writer,Writing,FALSE
2366,306,Virginie Besson-Silla,Producer,Production,FALSE
2367,306,Eric Serra,Composer,Sound,FALSE
2368,306,Thierry Arbogast,Cinematographer,Camera,FALSE
2369,306,Julien Rey,Editor,Editing,FALSE
2370,306,Hugues Tissandier,Production Designer,Art,FALSE

2371,307,Jon Turteltaub,Director,Directing,FALSE
2372,307,Marianne Wibberley,Writer,Writing,FALSE
2373,307,Cormac Wibberley,Writer,Writing,FALSE
2374,307,Jerry Bruckheimer,Producer,Production,FALSE
2375,307,Trevor Rabin,Composer,Sound,FALSE
2376,307,Amir Mokri,Cinematographer,Camera,FALSE
2377,307,William Goldenberg,Editor,Editing,FALSE
2378,307,Jon Hutman,Production Designer,Art,FALSE

2379,308,Edward Zwick,Director,Directing,FALSE
2380,308,John Logan,Writer,Writing,FALSE
2381,308,Marshall Herskovitz,Writer,Writing,FALSE
2382,308,Tom Cruise,Producer,Production,FALSE
2383,308,Hans Zimmer,Composer,Sound,FALSE
2384,308,John Toll,Cinematographer,Camera,FALSE
2385,308,Steven Rosenblum,Editor,Editing,FALSE
2386,308,Lilly Kilvert,Production Designer,Art,FALSE

2387,309,Chen Sicheng,Director,Directing,FALSE
2388,309,Chen Sicheng,Writer,Writing,FALSE
2389,309,Chen Sicheng,Producer,Production,FALSE
2390,309,Nathan Wang,Composer,Sound,FALSE
2391,309,Shi Yongxiang,Cinematographer,Camera,FALSE
2392,309,He Rongguang,Editor,Editing,FALSE
2393,309,Han Zhong,Production Designer,Art,FALSE

2394,310,Zack Snyder,Director,Directing,TRUE
2395,310,Kurt Johnstad,Writer,Writing,TRUE
2396,310,Gianni Nunnari,Producer,Production,TRUE
2397,310,Tyler Bates,Composer,Sound,TRUE
2398,310,Larry Fong,Cinematographer,Camera,TRUE
2399,310,William Hoy,Editor,Editing,TRUE
2400,310,James D. Bissell,Production Designer,Art,TRUE
2401,310,Chris Watts,Visual Effects Supervisor,VisualEffects,TRUE
2402,311,Tim Burton,Director,Directing,FALSE
2403,311,Alfred Gough,Writer,Writing,FALSE
2404,311,Miles Millar,Writer,Writing,FALSE
2405,311,Marc Toberoff,Producer,Production,FALSE
2406,311,Danny Elfman,Composer,Sound,FALSE
2407,311,Haris Zambarloukos,Cinematographer,Camera,FALSE
2408,311,Jay Prychidny,Editor,Editing,FALSE
2409,311,Mark Scruton,Production Designer,Art,FALSE

2410,312,Ridley Scott,Director,Directing,TRUE
2411,312,David Franzoni,Writer,Writing,TRUE
2412,312,John Logan,Writer,Writing,TRUE
2413,312,Douglas Wick,Producer,Production,TRUE
